canonical_term,category,count,problem_ids,match_key,thesaurus_term_ids,encyclopedia_eids,in_thesaurus,in_encyclopedia,match_status
근구수왕,인물,1,['cj_v41_0671'],근구수왕,2407,E0007391,True,True,both
나제 동맹,조약,1,['cj_v41_0671'],나제동맹,2657,E0011456,True,True,both
경운,제도,1,['cj_v41_0673'],경운,27263591;17050;20982031,E0002709;E0002710,True,True,both
유순,인물,1,['cj_v41_0684'],유순,22990,E0041588,True,True,both
승정원,기관,1,['cj_v41_0684'],승정원,5796,E0032242,True,True,both
성희안,인물,1,['cj_v41_0684'],성희안,22744,E0029731,True,True,both
산림,단체,1,['cj_v41_0686'],산림,13726,E0026212,True,True,both
강도일기,문헌,1,['cj_v41_0687'],강도일기,25193,E0001041,True,True,both
인평대군,인물,1,['cj_v41_0687'],인평대군,21335,E0047112,True,True,both
이원,인물,1,['cj_v41_0683'],이원,23292,E0045333;E0045334;E0045335;E0045336;E0045337,True,True,both
신기전,유물,1,['cj_v41_0683'],신기전,37753885,E0032719,True,True,both
화차,유물,1,['cj_v41_0683'],화차,8814,E0064882,True,True,both
조총,유물,1,['cj_v41_0683'],조총,7603,E0052706,True,True,both
악보,문헌,1,['cj_v41_img_61_20'],악보,11814,E0034457,True,True,both
윤필상,인물,1,['cj_v41_0684'],윤필상,23085,E0042662,True,True,both
부여경,인물,1,['cj_v41_0289'],부여경,12607608,E0024371,True,True,both
죽령,지명,1,['cj_v41_0291'],죽령,24939,E0053502;E0053503,True,True,both
관창,인물,1,['cj_v41_0291'],관창,21636,E0005015,True,True,both
개신교,사상,1,['cj_v41_0704'],개신교,1210;557,E0008157,True,True,both
원불교,사상,1,['cj_v41_0704'],원불교,6585,E0040670,True,True,both
조선 민족 혁명당,단체,1,['cj_v41_0705'],조선민족혁명당,7369,E0052042,True,True,both
이범진,인물,1,['cj_v41_0032'],이범진,23206,E0044375,True,True,both
이윤용,인물,1,['cj_v41_0032'],이윤용,23300,E0045466,True,True,both
전덕기,인물,1,['cj_v41_0697'],전덕기,39851221,E0049340,True,True,both
지지대비,유적,1,['cj_v41_0689'],지지대비,18882516,E0054405,True,True,both
도화서,기관,1,['cj_v41_img_61_28'],도화서,3483,E0015927,True,True,both
북간도,지명,1,['cj_v41_0280'],북간도,24631,E0024626,True,True,both
최진동,인물,1,['cj_v41_0280'],최진동,21582,E0057669,True,True,both
비무장 지대,지명,1,['cj_v41_0707'],비무장지대,18882137;4758;4759,E0025142,True,True,both
유엔군 사령부,기관,1,['cj_v41_0707'],유엔군사령부,48239946,E0073410,True,True,both
민주공화당,단체,1,['cj_v41_0708'],민주공화당,4091,E0020283,True,True,both
3선 개헌,정책,1,['cj_v41_0708'],삼선개헌,4198562,E0026643,True,True,both
식읍,제도,1,['cj_v41_0720'],식읍,5880,E0032574,True,True,both
창왕,인물,1,['cj_v41_0721'],창왕,8162,E0055477,True,True,both
구지봉,지명,1,['cj_v41_0714'],구지봉,12594251,E0006050,True,True,both
파사석탑,문화재,1,['cj_v41_0714'],파사석탑,20901,E0059565,True,True,both
선화공주,인물,1,['cj_v41_img_62_05'],선화공주,21156,E0028980,True,True,both
신덕왕후,인물,1,['cj_v41_0729'],신덕왕후,10361,E0032766,True,True,both
은대조례,문헌,1,['cj_v41_0730'],은대조례,25937,E0042812,True,True,both
정난공신,단체,1,['cj_v41_0731'],정난공신,7327,E0050038;E0050039,True,True,both
관현맹,단체,1,['cj_v41_0732'],관현맹,35669400,E0005044,True,True,both
여민락,문화재,1,['cj_v41_0732'],여민락,6388,E0036342,True,True,both
정담,인물,1,['cj_v41_0733'],정담,21451,E0050061,True,True,both
대동상회,단체,1,['cj_v41_0733'],대동상회,11753;11807;11755;3135,E0014256,True,True,both
신의군,단체,1,['cj_v41_0727'],신의군,5983,E0033269,True,True,both
삼은,인물,1,['cj_v41_0728'],삼은,759,E0026752,True,True,both
이곡,인물,1,['cj_v41_0728'],이곡,23131,E0043626,True,True,both
문하시중,기관,1,['cj_v41_0728'],문하시중,20986106,E0019716,True,True,both
정우회,단체,1,['cj_v41_0747'],정우회,25170179;7402;7403,E0050639,True,True,both
비기,문헌,1,['cj_v41_0025'],비기,10496258;25687,E0025098,True,True,both
□□신문,기관,1,['cj_v41_0026'],신문,454;52429644;8395899,E0032943;E0032944,True,True,both
광제원,기관,1,['cj_v41_0741'],광제원,2017,E0005215,True,True,both
우금치 전투,사건,1,['cj_v41_0742'],우금치전투,23069471;6623,E0039816,True,True,both
반정,사건,1,['cj_v41_0736'],반정,35661194;4137,E0071199,True,True,both
책가도,문화재,1,['cj_v41_0739'],책가도,8391547,E0055679,True,True,both
사대문,문화재,1,['cj_v41_0734'],사대문,9480,E0025454,True,True,both
사소문,문화재,1,['cj_v41_0734'],사소문,9481,E0025745,True,True,both
정병,단체,1,['cj_v41_0735'],정병,4194364,E0050250;E0050251,True,True,both
선조수정실록,문헌,1,['cj_v41_0735'],선조수정실록,6306492,E0028916,True,True,both
한산도 대첩,사건,1,['cj_v41_0735'],한산도대첩,8767,E0061676,True,True,both
영조,인물,1,['cj_v41_0758'],영조,6374,E0037668;E0037669,True,True,both
정순왕후,인물,1,['cj_v41_0758'],정순왕후,10601;7333,E0050479;E0050480,True,True,both
관,유물,1,['cj_v41_0195'],관,8396600;16818666;12521,E0004723;E0004725;E0004726;E0004727;E0004728,True,True,both
도교,사상,1,['cj_v41_0195'],도교,541;90534;90168,E0015518,True,True,both
국민보도연맹 사건,사건,1,['cj_v41_0753'],국민보도연맹사건,29368162,E0006301,True,True,both
박용만,인물,1,['cj_v41_0748'],박용만,39850182,E0020974;E0020975,True,True,both
조병창,기관,1,['cj_v41_0750'],조병창,21037622,E0051806,True,True,both
5부,제도,1,['cj_v41_0762'],오부,21008112;831;834;835;836;837,E0038287;E0038288,True,True,both
도독,제도,1,['cj_v41_0762'],도독,3389;3390,E0015552;E0015553,True,True,both
일본도,지명,1,['cj_v41_0762'],일본도,6959,E0047199,True,True,both
육두품,제도,1,['cj_v41_0765'],육두품,872,E0042086,True,True,both
패강진,기관,1,['cj_v41_0766'],패강진,12593196;33564543,E0059791,True,True,both
정효 공주,인물,1,['cj_v41_0767'],정효공주,12594776,E0071939,True,True,both
함경남도,지명,1,['cj_v41_0761'],함경남도,90426;90330;91498;20973373,E0062111,True,True,both
포상 8국의 난,사건,1,['cj_v41_0761'],포상팔국의난,12595974,E0077932,True,True,both
김알지,인물,1,['cj_v41_0761'],김알지,21873,E0009726,True,True,both
우가,제도,1,['cj_v41_0761'],우가,6622,E0039777,True,True,both
저가,제도,1,['cj_v41_0761'],저가,19869,E0049081,True,True,both
구가,제도,1,['cj_v41_0761'],구가,2092,E0005618,True,True,both
어라하,제도,1,['cj_v41_0762'],어라하,19574,E0035916,True,True,both
부통령,인물,1,['cj_v41_0188'],부통령,10490532,E0024594,True,True,both
정공단,유적,1,['cj_v41_0275'],정공단,6300839,E0049939,True,True,both
경찰서,기관,1,['cj_v41_0275'],경찰서,48239877,E0002956,True,True,both
농민,인물,1,['cj_v41_0275'],농민,9853,E0013100;E0013101,True,True,both
고향,문헌,1,['cj_v41_0184'],고향,39853656;16827665,E0004037;E0004038;E0004039;E0004040,True,True,both
염주,지명,1,['cj_v41_0775'],염주,24768;24775,E0037145;E0037146;E0037147,True,True,both
홍봉한,인물,1,['cj_v41_0776'],홍봉한,37755842,E0064114,True,True,both
수륙재,사상,1,['cj_v41_0778'],수륙재,5646,E0031337,True,True,both
참선,사상,1,['cj_v41_0773'],참선,18878011,E0078362,True,True,both
석전,지명,1,['cj_v41_0772'],석전,8391963;5352;12593124,E0028491;E0028492;E0028493,True,True,both
이위종,인물,1,['cj_v41_0272'],이위종,21277,E0045403,True,True,both
정민시,인물,1,['cj_v41_0785'],정민시,22147,E0050223,True,True,both
진산,지명,1,['cj_v41_0785'],진산,8080,E0054722;E0054723;E0054724,True,True,both
윤집,인물,1,['cj_v41_0781'],윤집,23076,E0042612;E0042613,True,True,both
오달제,인물,1,['cj_v41_0781'],오달제,22929,E0038142,True,True,both
정온,인물,1,['cj_v41_0781'],정온,22167,E0050610,True,True,both
정당,제도,1,['cj_v41_0783'],정당,35671845;39848352,E0050062,True,True,both
권람,인물,1,['cj_v41_0778'],권람,35664310,E0006892,True,True,both
격몽요결,문헌,1,['cj_v41_0779'],격몽요결,25203,E0002130,True,True,both
전랑,제도,1,['cj_v41_0780'],전랑,7255,E0049377,True,True,both
현절사,유적,1,['cj_v41_0781'],현절사,18882245,E0063409,True,True,both
홍익한,인물,1,['cj_v41_0781'],홍익한,23943,E0064343,True,True,both
흥남 철수,사건,1,['cj_v41_0799'],흥남철수,10500601,E0065977,True,True,both
장면,인물,1,['cj_v41_0800'],장면,21523,E0048442,True,True,both
황국협회,단체,1,['cj_v41_0790'],황국협회,8879,E0065075,True,True,both
이수광,인물,1,['cj_v41_0785'],이수광,21320,E0044818,True,True,both
염장,인물,1,['cj_v41_0813'],염장,13062,E0037133;E0037134;E0067257,True,True,both
흥화진,지명,1,['cj_v41_0815'],흥화진,33564563,E0066073,True,True,both
요동성,유적,1,['cj_v41_0811'],요동성,6478,E0039299,True,True,both
연남건,인물,1,['cj_v41_0811'],연남건,12609124,E0036727,True,True,both
연남생,인물,1,['cj_v41_0811'],연남생,12609134,E0036729,True,True,both
김인문,인물,1,['cj_v41_0803'],김인문,21075,E0010242;E0070429,True,True,both
호포,제도,1,['cj_v41_0021'],호포,18878698,E0063881,True,True,both
결포,제도,1,['cj_v41_0021'],결포,1356,E0002207,True,True,both
전분 6등법,제도,1,['cj_v41_0261'],전분육등법,7179,E0049454,True,True,both
택리지,문헌,1,['cj_v41_0262'],택리지,26092,E0059125,True,True,both
조선방역지도,문헌,1,['cj_v41_0262'],조선방역지도,23069587;7713,E0052049,True,True,both
정상기,인물,1,['cj_v41_0262'],정상기,21539,E0050346,True,True,both
한치윤,인물,1,['cj_v41_0262'],한치윤,21587,E0062033,True,True,both
도약정,기관,1,['cj_v41_0822'],도약정,3429,E0015771,True,True,both
사화,기관,1,['cj_v41_0822'],사화,4993;9796,E0026117,True,True,both
율곡전서,문헌,1,['cj_v41_0822'],율곡전서,25581,E0042736,True,True,both
물력,사상,1,['cj_v41_0823'],물력,12605071,E0019845,True,True,both
최항,인물,1,['cj_v41_0820'],최항,22374;22375;22376,E0057743;E0057744;E0057745,True,True,both
박팽년,인물,1,['cj_v41_0820'],박팽년,23705,E0021321,True,True,both
홍릉,유적,1,['cj_v41_0818'],홍릉,20971549;8716;15920,E0064049;E0064050,True,True,both
신숙주,인물,1,['cj_v41_0820'],신숙주,22796,E0033134,True,True,both
풍속화,문화재,1,['cj_v41_0828'],풍속화,12597673;91258,E0060400,True,True,both
김치인,인물,1,['cj_v41_0829'],김치인,22009,E0010834;E0076091,True,True,both
원전,문헌,1,['cj_v41_0829'],원전,12960;6573,E0040807,True,True,both
속전,문헌,1,['cj_v41_0829'],속전,5594;10161,E0030444,True,True,both
암행어사,인물,1,['cj_v41_0824'],암행어사,6183,E0035165,True,True,both
서거정,인물,1,['cj_v41_0825'],서거정,21149,E0027569,True,True,both
동문선,문헌,1,['cj_v41_0825'],동문선,25554,E0016463;E0016464,True,True,both
팔도총도,문헌,1,['cj_v41_0825'],팔도총도,6295463,E0059724,True,True,both
초지,지명,1,['cj_v41_0267'],초지,14534;14536,E0057066,True,True,both
수막새,유물,1,['cj_v41_0269'],수막새,16824176,E0031358,True,True,both
음청사,문헌,1,['cj_v41_0266'],음청사,25956,E0043050,True,True,both
진무사,기관,1,['cj_v41_0267'],진무사,7923,E0054682,True,True,both
장계,문헌,1,['cj_v41_0267'],장계,9337,E0048265;E0048266,True,True,both
평안도,지명,1,['cj_v41_0846'],평안도,25031;90406;90310;91502,E0059923,True,True,both
한강,지명,1,['cj_v41_0847'],한강,21027069;18882013,E0060948;E0060949;E0060950,True,True,both
절도사,제도,1,['cj_v41_0846'],절도사,7310;4343,E0049794;E0049795,True,True,both
양광도,지명,1,['cj_v41_0846'],양광도,24450,E0035413,True,True,both
소학교,기관,1,['cj_v41_0836'],소학교,5584,E0030334,True,True,both
민영목,인물,1,['cj_v41_0833'],민영목,39852828,E0020196,True,True,both
민태호,인물,1,['cj_v41_0833'],민태호,22516,E0020356,True,True,both
탁지아문,기관,1,['cj_v41_0834'],탁지아문,8414;21022505,E0058760,True,True,both
하륜,인물,1,['cj_v41_0254'],하륜,22388,E0060593,True,True,both
왕대비,인물,1,['cj_v41_0257'],왕대비,6302194,E0039052,True,True,both
이이첨,인물,1,['cj_v41_0257'],이이첨,23309,E0045559,True,True,both
김류,인물,1,['cj_v41_0257'],김류,8398567,E0009056,True,True,both
이귀,인물,1,['cj_v41_0257'],이귀,23146,E0043762,True,True,both
김자점,인물,1,['cj_v41_0257'],김자점,21934,E0010300,True,True,both
개국 공신,인물,1,['cj_v41_0862'],개국공신,1193,E0001584,True,True,both
천개,제도,1,['cj_v41_0866'],천개,33564901,E0055757,True,True,both
정인지,인물,1,['cj_v41_0253'],정인지,22175,E0050800,True,True,both
민애왕,인물,1,['cj_v41_0861'],민애왕,4064,E0020173,True,True,both
강수,인물,1,['cj_v41_0852'],강수,21229,E0001241;E0001242;E0001243,True,True,both
후삼국 통일,사건,1,['cj_v41_0853'],후삼국통일,12604856,E0065744,True,True,both
성기,인물,1,['cj_v41_0855'],성기,4202319;13439;37762764,E0029217;E0029218,True,True,both
종사,기관,1,['cj_v41_0872'],종사,7659;7631,E0052947;E0052948,True,True,both
안견,인물,1,['cj_v41_img_65_22'],안견,21187,E0034491,True,True,both
김창협,인물,1,['cj_v41_0873'],김창협,21991,E0010723,True,True,both
경제육전,문헌,1,['cj_v41_0870'],경제육전,25207,E0002792,True,True,both
조례,문헌,1,['cj_v41_0870'],조례,13960;20976929,E0051708;E0051709,True,True,both
수렴청정,제도,1,['cj_v41_0871'],수렴청정,5640,E0076494,True,True,both
천견충의군,단체,1,['cj_v41_0866'],천견충의군,7963,E0055761,True,True,both
기삼만,인물,1,['cj_v41_0867'],기삼만,33563739,E0008271,True,True,both
원효,인물,1,['cj_v41_0197'],원효,21238,E0040908,True,True,both
녹진,인물,1,['cj_v41_0198'],녹진,22085,E0012997,True,True,both
아미타불,사상,1,['cj_v41_0199'],아미타불,19029,E0034298,True,True,both
보살상,유물,1,['cj_v41_0199'],보살상,12588201,E0023390,True,True,both
정교,인물,1,['cj_v41_0886'],정교,21020193;21446,E0049978,True,True,both
제중원,기관,1,['cj_v41_0887'],제중원,7614;7615,E0051479,True,True,both
박○○,인물,1,['cj_v41_0888'],박,12605695,E0020500;E0020501,True,True,both
이○○,인물,1,['cj_v41_0888'],이,35660648;10493444;35662497,E0043457;E0043458;E0043459;E0043460;E0043461;E0043462,True,True,both
수궁가,문헌,1,['cj_v41_0878'],수궁가,5626,E0031241,True,True,both
신재효,인물,1,['cj_v41_0878'],신재효,21180,E0033346,True,True,both
천산대렵도,문화재,1,['cj_v41_0014'],천산대렵도,7933,E0055905,True,True,both
박은,인물,1,['cj_v41_0876'],박은,22589;22590,E0021023;E0021024,True,True,both
홍다구,인물,1,['cj_v41_0876'],홍다구,33564475,E0064012,True,True,both
군정,제도,1,['cj_v41_0898'],군정,2308;2309,E0006712,True,True,both
유형원,인물,1,['cj_v41_0899'],유형원,21245,E0042005,True,True,both
반계수록,문헌,1,['cj_v41_0899'],반계수록,25633,E0021428,True,True,both
기묘사화,사건,1,['cj_v41_0899'],기묘사화,2569,E0008223,True,True,both
국어 운동,단체,1,['cj_v41_0894'],국어운동,10500962,E0006396,True,True,both
사병,제도,1,['cj_v41_0916'],사병,60;4876;4877;4878,E0025654;E0025655;E0025656,True,True,both
안우,인물,1,['cj_v41_0916'],안우,22885,E0034916;E0034917,True,True,both
이방실,인물,1,['cj_v41_0916'],이방실,29371367,E0044337,True,True,both
경자자,유물,1,['cj_v41_0917'],경자자,1538,E0002757,True,True,both
정문형,인물,1,['cj_v41_0918'],정문형,22146,E0050211,True,True,both
천호,기관,1,['cj_v41_0914'],천호,35670957;8010,E0056089,True,True,both
수선사,기관,1,['cj_v41_0915'],수선사,19588,E0031457,True,True,both
평창군,지명,1,['cj_v41_img_66_17'],평창군,25037,E0060065,True,True,both
내성,유적,1,['cj_v41_0912'],내성,2831;10423;35663543,E0012482;E0012483,True,True,both
중성,유적,1,['cj_v41_0912'],중성,14488,E0053795;E0053796;E0053797,True,True,both
알천,지명,1,['cj_v41_0906'],알천,22898,E0035145,True,True,both
원성왕,인물,1,['cj_v41_0906'],원성왕,6568,E0040718,True,True,both
미륵전,문화재,1,['cj_v41_0908'],미륵전,35667609,E0019931,True,True,both
황산대첩비,문화재,1,['cj_v41_0205'],황산대첩비,6305146,E0065179,True,True,both
대문예,인물,1,['cj_v41_0246'],대문예,16797758,E0014371,True,True,both
유주,지명,1,['cj_v41_0246'],유주,16829168,E0041826;E0041827,True,True,both
맹자,인물,1,['cj_v41_0927'],맹자,22462;21020503,E0018079,True,True,both
진,국가,1,['cj_v41_0927'],진,21023750;9467;19458;2100320;20981455;20983685;20983936;48237846,E0054561;E0054563;E0054564,True,True,both
6위,제도,1,['cj_v41_0201'],육위,883,E0042136,True,True,both
2군,제도,1,['cj_v41_0201'],이군,694,E0043755,True,True,both
금산 전투,사건,1,['cj_v41_0920'],금산전투,35662866,E0007820,True,True,both
균역사실,문헌,1,['cj_v41_0921'],균역사실,6306105,E0007304,True,True,both
김경서,인물,1,['cj_v41_0919'],김경서,21715,E0008631,True,True,both
동래부순절도,문화재,1,['cj_v41_0920'],동래부순절도,2106112,E0016378;E0075665,True,True,both
칠백의총,유적,1,['cj_v41_0920'],칠백의총,35662869,E0058465,True,True,both
손병희,인물,1,['cj_v41_0928'],손병희,21164,E0030507,True,True,both
군부,기관,1,['cj_v41_0931'],군부,18257;25166900;2277;12742,E0006625,True,True,both
의장고,문헌,1,['cj_v41_0927'],의장고,6773,E0043359,True,True,both
초,국가,1,['cj_v41_0927'],초,20982699;20983934,E0056929;E0056930;E0056931,True,True,both
사창절목,문헌,1,['cj_v41_0249'],사창절목,4202341,E0025994,True,True,both
의상,인물,1,['cj_v41_0952'],의상,21283,E0043250;E0043251,True,True,both
경신,인물,1,['cj_v41_0954'],경신,21022,E0002625,True,True,both
법왕,인물,1,['cj_v41_0949'],법왕,4262,E0022686,True,True,both
금동약사여래입상,문화재,1,['cj_v41_0950'],금동약사여래입상,27263689,E0007707;E0007708,True,True,both
황산벌 전투,사건,1,['cj_v41_0951'],황산벌전투,12594215,E0065183,True,True,both
대동강 철교,유적,1,['cj_v41_0941'],대동강철교,14688873,E0014218,True,True,both
관동팔경,지명,1,['cj_v41_0944'],관동팔경,24464,E0004792;E0004793,True,True,both
금고,유물,1,['cj_v41_0011'],금고,16824386,E0007578;E0007579;E0007580,True,True,both
조서,문헌,1,['cj_v41_0011'],조서,35670657;20346,E0051881;E0051882,True,True,both
장진홍,인물,1,['cj_v41_0937'],장진홍,22110,E0048825,True,True,both
좌복야,기관,1,['cj_v41_0964'],좌복야,7836,E0053065,True,True,both
본기,문헌,1,['cj_v41_0966'],본기,20440,E0023746,True,True,both
국자학생,제도,1,['cj_v41_0963'],국자학생,2219,E0006427,True,True,both
통태진,지명,1,['cj_v41_0960'],통태진,8577,E0059434,True,True,both
평융진,지명,1,['cj_v41_0960'],평융진,12602296,E0060044,True,True,both
복주,지명,1,['cj_v41_0960'],복주,10066;11800;24615,E0023715,True,True,both
인공수,인물,1,['cj_v41_0961'],인공수,14693558,E0046842,True,True,both
영순,인물,1,['cj_v41_0956'],영순,24042;20982011,E0037479;E0037480,True,True,both
명종,인물,1,['cj_v41_0959'],명종,3811;3813,E0018365;E0018366,True,True,both
신종,인물,1,['cj_v41_0959'],신종,5997;16488,E0033381,True,True,both
경제문감,문헌,1,['cj_v41_0208'],경제문감,25209,E0002785,True,True,both
일기,문헌,1,['cj_v41_0210'],일기,6907;90610,E0047159;E0047160,True,True,both
원돈성불론,사상,1,['cj_v41_0206'],원돈성불론,25916,E0040633,True,True,both
간화결의론,문헌,1,['cj_v41_0206'],간화결의론,25182,E0000619,True,True,both
이승휴,인물,1,['cj_v41_0207'],이승휴,21268,E0044965,True,True,both
안향,인물,1,['cj_v41_0208'],안향,21199,E0035093,True,True,both
의금부,기관,1,['cj_v41_0974'],의금부,6888;20995561,E0043138,True,True,both
향리,제도,1,['cj_v41_0967'],향리,8873;35658865,E0062905,True,True,both
김명원,인물,1,['cj_v41_0970'],김명원,21792,E0009117,True,True,both
여전론,사상,1,['cj_v41_0971'],여전론,6391,E0036474,True,True,both
미속습유,문헌,1,['cj_v41_0980'],미속습유,10500353,E0019963,True,True,both
스티븐스 저격 사건,사건,1,['cj_v41_0982'],스티븐스저격사건,5757,E0073630,True,True,both
천진,지명,1,['cj_v41_0983'],천진,15254,E0056053,True,True,both
계원필경,문헌,1,['cj_v41_0245'],계원필경,25240,E0003213,True,True,both
고승전,문헌,1,['cj_v41_0245'],고승전,25269;25270,E0003778,True,True,both
건무,인물,1,['cj_v41_0244'],건무,20981938;20982423;20983627;20983695;20983802,E0001986,True,True,both
남산,인물,1,['cj_v41_0244'],남산,24518,E0011947,True,True,both
수부,유물,1,['cj_v41_1000'],수부,10119;12592142,E0031405,True,True,both
김해 봉황동 유적,유적,1,['cj_v41_1003'],김해봉황동유적,13991,E0010979,True,True,both
봉황대,유적,1,['cj_v41_1003'],봉황대,25670;16826125,E0024068;E0024069,True,True,both
참여 정부,국가,1,['cj_v41_0996'],참여정부,29368273,E0080713,True,True,both
국가정보원,기관,1,['cj_v41_0995'],국가정보원,48241423,E0066239,True,True,both
윤보선,인물,1,['cj_v41_0995'],윤보선,21247,E0042339,True,True,both
문익환,인물,1,['cj_v41_0995'],문익환,14689316,E0019632,True,True,both
이윤재,인물,1,['cj_v41_0988'],이윤재,21322,E0045469,True,True,both
정인보,인물,1,['cj_v41_0988'],정인보,21536,E0050790,True,True,both
장지연,인물,1,['cj_v41_0988'],장지연,21522,E0048803,True,True,both
천만리,인물,1,['cj_v41_1016'],천만리,14692597,E0055859,True,True,both
지리산,지명,1,['cj_v41_1017'],지리산,20979402;16818541,E0054154;E0054155;E0054156,True,True,both
경,사상,1,['cj_v41_1017'],경,21023829;35662787;1388;1389;1391;17295;21018776;14771,E0002272;E0002273;E0002274;E0002275;E0002276;E0002277;E0002278;E0002279;E0002280;E0002281,True,True,both
공명첩,제도,1,['cj_v41_1012'],공명첩,1766,E0004276,True,True,both
어유소,인물,1,['cj_v41_1015'],어유소,22914,E0036048,True,True,both
김충선,인물,1,['cj_v41_1016'],김충선,22007,E0010808,True,True,both
동경,지명,1,['cj_v41_1008'],동경,3538;3537;24282,E0016184;E0016185;E0016186;E0016187;E0016188,True,True,both
무용총,유적,1,['cj_v41_1010'],무용총,3913,E0019185,True,True,both
지전설,사상,1,['cj_v41_1010'],지전설,35660796,E0054374,True,True,both
전탑,문화재,1,['cj_v41_1006'],전탑,4194339,E0049723,True,True,both
예빈성,기관,1,['cj_v41_1007'],예빈성,6385,E0037930,True,True,both
최해,인물,1,['cj_v41_1036'],최해,22377,E0057747;E0057748,True,True,both
대우 자동차,기관,1,['cj_v41_1039'],대우자동차,10487413,E0014622,True,True,both
지세,제도,1,['cj_v41_1035'],지세,15583,E0054263,True,True,both
사역원,기관,1,['cj_v41_1024'],사역원,4920;20991845,E0025814,True,True,both
노걸대언해,문헌,1,['cj_v41_1024'],노걸대언해,25436,E0012634,True,True,both
수군,단체,1,['cj_v41_1024'],수군,5622;12598305,E0031238,True,True,both
정인홍,인물,1,['cj_v41_1017'],정인홍,21540,E0050807,True,True,both
호조,기관,1,['cj_v41_1018'],호조,8782;9017;20989872,E0063856;E0063857,True,True,both
승경도놀이,문화재,1,['cj_v41_1021'],승경도놀이,15080,E0032155,True,True,both
송준길,인물,1,['cj_v41_1022'],송준길,21169,E0031064,True,True,both
무학대사비,문화재,1,['cj_v41_1047'],무학대사비,21029955,E0019293,True,True,both
후,제도,1,['cj_v41_1048'],후,29372542,E0065721,True,True,both
한주,지명,1,['cj_v41_0007'],한주,8772;24471,E0061964,True,True,both
상주,지명,1,['cj_v41_0007'],상주,24667;24668;20972310,E0027303;E0027304,True,True,both
강주,지명,1,['cj_v41_0007'],강주,12494;33566738;24962,E0001390;E0001391,True,True,both
사정부,기관,1,['cj_v41_0007'],사정부,4955,E0025945,True,True,both
설총,인물,1,['cj_v41_0008'],설총,21157,E0029102,True,True,both
사개치부법,제도,1,['cj_v41_1044'],사개치부법,8390340,E0025356,True,True,both
백자,유물,1,['cj_v41_img_68_49'],백자,12598181,E0022304,True,True,both
고려청자,유물,1,['cj_v41_img_68_49'],고려청자,1687,E0003499,True,True,both
고유섭,인물,1,['cj_v41_img_68_49'],고유섭,23861,E0003877,True,True,both
관찰사,인물,1,['cj_v41_img_68_49'],관찰사,1964,E0005013,True,True,both
의문사 진상 규명 위원회,기관,1,['cj_v41_1039'],의문사진상규명위원회,48239930,E0068912,True,True,both
양사,기관,1,['cj_v41_0214'],양사,6202,E0035540,True,True,both
이의,인물,1,['cj_v41_0214'],이의,9316,E0045509;E0045510;E0045511,True,True,both
유사,기관,1,['cj_v41_0214'],유사,35667410;10777;22982,E0041484;E0041485,True,True,both
복상,사건,1,['cj_v41_0214'],복상,13147;35663009,E0076287,True,True,both
명릉,유적,1,['cj_v41_0215'],명릉,9122;9424;10852,E0018260;E0018261;E0070064,True,True,both
야학,기관,1,['cj_v41_0238'],야학,14262,E0035291,True,True,both
서도,지명,1,['cj_v41_1056'],서도,24309;17001;24671,E0027696,True,True,both
정사,인물,1,['cj_v41_1056'],정사,7244;37757806;37761210,E0050295;E0050296;E0050297;E0050298;E0050299,True,True,both
북벌론,사상,1,['cj_v41_0212'],북벌론,4667,E0024667,True,True,both
진국,국가,1,['cj_v41_1054'],진국,7794;29372172,E0054603;E0054604,True,True,both
옥저,국가,1,['cj_v41_1048'],옥저,6577;25168201,E0038760;E0038761,True,True,both
백가,인물,1,['cj_v41_1049'],백가,12592384;12607373,E0021961;E0021962,True,True,both
정환,인물,1,['cj_v41_1060'],정환,21036594,E0051182,True,True,both
사패,제도,1,['cj_v41_1062'],사패,4980,E0026071,True,True,both
최린,인물,1,['cj_v41_1059'],최린,24183,E0057275;E0057276;E0057277,True,True,both
백적의 난,사건,1,['cj_v41_1059'],백적의난,33565588,E0022348,True,True,both
조일신,인물,1,['cj_v41_1060'],조일신,21513,E0052534,True,True,both
정천기,인물,1,['cj_v41_1060'],정천기,21037554,E0050995,True,True,both
기륜,인물,1,['cj_v41_1060'],기륜,14687189,E0008190,True,True,both
기원,인물,1,['cj_v41_1060'],기원,21702,E0008366,True,True,both
고용보,인물,1,['cj_v41_1060'],고용보,14686956,E0003844,True,True,both
고려 가요,문헌,1,['cj_v41_1056'],고려가요,5592,E0003426,True,True,both
선춘령,지명,1,['cj_v41_1058'],선춘령,14689949,E0028952,True,True,both
이연년,인물,1,['cj_v41_1059'],이연년,33564500,E0045153;E0045154,True,True,both
마운령,지명,1,['cj_v41_img_52_03'],마운령,21039064,E0017411,True,True,both
황초령,지명,1,['cj_v41_img_52_03'],황초령,14690291,E0065354,True,True,both
장례,제도,1,['cj_v41_0242'],장례,7033;9060;10492325,E0048409;E0048410,True,True,both
응양군,기관,1,['cj_v41_1092'],응양군,6738,E0043087,True,True,both
산원,관직,1,['cj_v41_1092'],산원,37762527;5020;5021,E0026306;E0026307;E0026308,True,True,both
무위영,기관,1,['cj_v41_1092'],무위영,21009666;3916,E0019196,True,True,both
금군별장,관직,1,['cj_v41_1092'],금군별장,35669963,E0007624,True,True,both
포장,관직,1,['cj_v41_1092'],포장,9884;15105,E0060176,True,True,both
