rank,term_id,topic,source_era,pdf_hit_total,pdf_source_count,pdf_score,hits_에듀윌_한국사능력검정시험_빈출개념요약집_저작권_에듀윌_,hits_벼락치기_한능검_2026_심화_필수개념_노트,hits_한능검_심화1급_정리최종,hits_최태성_별별한국사_필기_공유용,topic_type,neo4j_entity_types,neo4j_themes,neo4j_eras,keyword_source,normalized_era,source_field
429,timeline:530:정사암 회의,정사암 회의,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
430,timeline:530:이사부,이사부,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
431,timeline:530:부소산성,부소산성,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
432,timeline:530:울주 천전리 서석,울주 천전리 서석,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
433,timeline:550:위덕왕,위덕왕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
434,timeline:550:경주 황룡사지,경주 황룡사지,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
435,timeline:550:관산성전투,관산성전투,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
436,timeline:550:거칠부,거칠부,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
437,timeline:550:단양 신라 적성비,단양 신라 적성비,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
438,timeline:550:신라 석실분과 순장의 폐지,신라 석실분과 순장의 폐지,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
439,timeline:560:대가야 멸망,대가야 멸망,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
440,timeline:560:부여 능산리 고분군,부여 능산리 고분군,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
441,timeline:570:진평왕,진평왕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
442,timeline:580:장안성[평양성],장안성[평양성],삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
443,timeline:590:고구려·수 전쟁,고구려·수 전쟁,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
444,timeline:590:온달,온달,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
445,timeline:590:법왕,법왕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
446,timeline:590:반가사유상,반가사유상,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
447,timeline:600:무왕,무왕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
448,timeline:600:원광,원광,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
449,timeline:600:미륵사지,미륵사지,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
450,timeline:600:부여 정림사지 오층석탑,부여 정림사지 오층석탑,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
451,timeline:600:서산 용현리 마애여래삼존상,서산 용현리 마애여래삼존상,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
452,timeline:600:태안 동문리 마애삼존불입상,태안 동문리 마애삼존불입상,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
453,timeline:610:살수대첩,살수대첩,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
454,timeline:610:을지문덕,을지문덕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
455,timeline:610:임신서기석,임신서기석,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
456,timeline:630:선덕여왕,선덕여왕,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
457,timeline:630:익산 왕궁리 유적,익산 왕궁리 유적,삼국,0,0,0,,,,,문화재,,,삼국,history_timeline,삼국,유물·유적
458,timeline:640:자장,자장,삼국,0,0,0,,,,,인물,,,삼국,history_timeline,삼국,인물
459,timeline:640:대야성 전투,대야성 전투,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
460,timeline:640:고구려·당 전쟁,고구려·당 전쟁,삼국,0,0,0,,,,,사건,,,삼국,history_timeline,삼국,사건
461,timeline:680:경주 감은사지,경주 감은사지,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
462,timeline:680:신문왕,신문왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
463,timeline:680:대왕암,대왕암,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
464,timeline:690:발해 건국,발해 건국,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
465,timeline:690:고왕 대조영,고왕 대조영,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
466,timeline:690:신라촌락문서,신라촌락문서,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
467,timeline:720:혜초,혜초,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
468,timeline:720:발해·일본 관계,발해·일본 관계,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
469,timeline:730:발해·당 전쟁,발해·당 전쟁,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
470,timeline:730:문왕,문왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
471,timeline:740:경덕왕,경덕왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
472,timeline:750:불국사,불국사,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
473,timeline:750:석굴암,석굴암,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
474,timeline:760:혜공왕,혜공왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
475,timeline:760:96각간의 난,96각간의 난,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
476,timeline:760:진표,진표,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
477,timeline:770:성덕대왕신종,성덕대왕신종,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
478,timeline:770:정혜공주묘,정혜공주묘,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
479,timeline:780:원성왕,원성왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
480,timeline:790:정효공주묘,정효공주묘,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
481,timeline:790:발해의 천도,발해의 천도,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
482,timeline:800:헌덕왕,헌덕왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
483,timeline:800:집사성,집사성,남북국,0,0,0,,,,,단체,,,남북국,history_timeline,남북국,조직·단체
484,timeline:810:선왕,선왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
485,timeline:820:김헌창의 난,김헌창의 난,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
486,timeline:820:청해진,청해진,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
487,timeline:820:장보고,장보고,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
488,timeline:820:구산선문,구산선문,남북국,0,0,0,,,,,단체,,,남북국,history_timeline,남북국,조직·단체
489,timeline:860:경문왕,경문왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
490,timeline:880:최치원,최치원,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
491,timeline:880:견훤,견훤,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
492,timeline:880:사산비명,사산비명,남북국,0,0,0,,,,,문화재,,,남북국,history_timeline,남북국,유물·유적
493,timeline:880:진성여왕,진성여왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
494,timeline:900:후백제의 건국,후백제의 건국,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
495,timeline:900:후고구려의 건국,후고구려의 건국,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
496,timeline:900:궁예,궁예,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
497,timeline:920:발해 멸망,발해 멸망,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
498,timeline:920:발해 부흥 운동,발해 부흥 운동,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
499,timeline:920:경순왕,경순왕,남북국,0,0,0,,,,,인물,,,남북국,history_timeline,남북국,인물
500,timeline:936:후삼국의 통일,후삼국의 통일,남북국,0,0,0,,,,,사건,,,남북국,history_timeline,남북국,사건
501,timeline:910:태조왕건,태조왕건,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
502,timeline:910:칭제건원,칭제건원,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
503,timeline:910:만월대,만월대,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
504,timeline:910:거란(요)의 건국과 발전,거란(요)의 건국과 발전,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
505,timeline:910:강진 도요지,강진 도요지,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
506,timeline:910:고려불화,고려불화,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
507,timeline:920:신숭겸,신숭겸,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
508,timeline:930:최언위,최언위,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
509,timeline:930:개태사,개태사,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
510,timeline:940:혜종,혜종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
511,timeline:940:정종,정종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
512,timeline:940:광종,광종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
513,timeline:950:서필,서필,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
514,timeline:950:균여,균여,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
515,timeline:950:고려 과거제,고려 과거제,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
516,timeline:960:귀법사,귀법사,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
517,timeline:960:관촉사 석조미륵보살입상,관촉사 석조미륵보살입상,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
518,timeline:970:경종,경종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
519,timeline:980:최승로,최승로,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
520,timeline:980:성종,성종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
521,timeline:990:서희,서희,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
522,timeline:990:목종,목종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
523,timeline:990:거란의 고려침입,거란의 고려침입,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
524,timeline:1000:현종,현종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
525,timeline:1000:강조의 정변,강조의 정변,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
526,timeline:1010:강감찬,강감찬,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
527,timeline:1010:귀주대첩,귀주대첩,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
528,timeline:1010:현화사,현화사,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
529,timeline:1010:양규,양규,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
530,timeline:1010:지채문,지채문,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
531,timeline:1010:초조대장경,초조대장경,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
532,timeline:1020:최충,최충,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
533,timeline:1020:불국사 석탑 중수문서,불국사 석탑 중수문서,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
534,timeline:1030:덕종,덕종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
535,timeline:1030:천리장성 수축,천리장성 수축,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
536,timeline:1040:문종,문종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
537,timeline:1050:이자연,이자연,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
538,timeline:1060:왕안석,왕안석,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
539,timeline:1060:흥왕사,흥왕사,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
540,timeline:1080:순종,순종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
541,timeline:1080:선종,선종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
542,timeline:1090:숙종,숙종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
543,timeline:1090:의천,의천,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
544,timeline:1090:헌종,헌종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
545,timeline:1100:오연총,오연총,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
546,timeline:1100:예종,예종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
547,timeline:1100:윤관의 9성 설치,윤관의 9성 설치,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
548,timeline:1100:윤관,윤관,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
549,timeline:1100:김인존,김인존,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
550,timeline:1100:척준경,척준경,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
551,timeline:1100:승군[승병],승군[승병],고려,0,0,0,,,,,단체,,,고려,history_timeline,고려,조직·단체
552,timeline:1110:여진족이 건국한 금(金)의 팽창,여진족이 건국한 금(金)의 팽창,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
553,timeline:1120:인종,인종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
554,timeline:1120:고려도경,고려도경,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
555,timeline:1120:이자겸의 난,이자겸의 난,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
556,timeline:1120:서경천도운동,서경천도운동,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
557,timeline:1120:묘청,묘청,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
558,timeline:1130:김부식,김부식,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
559,timeline:1130:정지상,정지상,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
560,timeline:1140:의종,의종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
561,timeline:1150:월정사 팔각구층석탑,월정사 팔각구층석탑,고려,0,0,0,,,,,문화재,,,고려,history_timeline,고려,유물·유적
562,timeline:1170:정중부,정중부,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
563,timeline:1170:명종,명종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
564,timeline:1170:경대승,경대승,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
565,timeline:1170:무신정변,무신정변,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
566,timeline:1170:김보당의 난,김보당의 난,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
567,timeline:1170:조위총의 난,조위총의 난,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
568,timeline:1170:망이·망소이의 난,망이·망소이의 난,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
569,timeline:1170:이의방,이의방,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
570,timeline:1170:주희와 성리학의 성립,주희와 성리학의 성립,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
571,timeline:1180:이인로,이인로,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
572,timeline:1180:이의민,이의민,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
573,timeline:1180:두경승,두경승,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
574,timeline:1190:신종,신종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
575,timeline:1190:최충헌,최충헌,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
576,timeline:1190:지눌,지눌,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
577,timeline:1190:수선사 결사,수선사 결사,고려,0,0,0,,,,,단체,,,고려,history_timeline,고려,조직·단체
578,timeline:1190:만적의 난,만적의 난,고려,0,0,0,,,,,사건,,,고려,history_timeline,고려,사건
579,timeline:1190:만적,만적,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
580,timeline:1200:희종,희종,고려,0,0,0,,,,,인물,,,고려,history_timeline,고려,인물
581,timeline:1370:신진사대부,신진사대부,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
582,timeline:1390:무학대사,무학대사,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
583,timeline:1390:심덕부,심덕부,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
584,timeline:1390:이지란,이지란,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
585,timeline:1390:태조이성계,태조이성계,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
586,timeline:1390:신의왕후,신의왕후,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
587,timeline:1390:김사형,김사형,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
588,timeline:1390:정도전,정도전,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
589,timeline:1390:조준,조준,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
590,timeline:1390:남재,남재,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
591,timeline:1390:권근,권근,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
592,timeline:1390:남은,남은,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
593,timeline:1390:조선왕조실록,조선왕조실록,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
594,timeline:1390:사대교린,사대교린,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
595,timeline:1390:사헌부,사헌부,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
596,timeline:1390:표전문제,표전문제,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
597,timeline:1390:사역원,사역원,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
598,timeline:1390:종계변무,종계변무,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
599,timeline:1390:한양 천도,한양 천도,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
600,timeline:1390:경복궁,경복궁,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
601,timeline:1390:사직단,사직단,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
602,timeline:1390:숭례문,숭례문,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
603,timeline:1390:천상열차분야지도,천상열차분야지도,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
604,timeline:1390:한양도성,한양도성,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
605,timeline:1390:흥인지문,흥인지문,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
606,timeline:1390:왕자의 난,왕자의 난,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
607,timeline:1390:사고,사고,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
608,timeline:1390:신덕왕후,신덕왕후,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
609,timeline:1390:회안대군,회안대군,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
610,timeline:1390:육조,육조,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
611,timeline:1390:대명률,대명률,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
612,timeline:1390:어진,어진,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
613,timeline:1400:민제,민제,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
614,timeline:1400:하륜,하륜,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
615,timeline:1400:원경왕후,원경왕후,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
616,timeline:1400:태종,태종,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
617,timeline:1400:사간원,사간원,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
618,timeline:1400:신문고 설치,신문고 설치,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
619,timeline:1400:혼일강리역대국도지도,혼일강리역대국도지도,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
620,timeline:1400:민무구의 옥,민무구의 옥,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
621,timeline:1400:박포,박포,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
622,timeline:1400:민무구,민무구,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
623,timeline:1400:여진 정벌,여진 정벌,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
624,timeline:1400:조선 왕릉,조선 왕릉,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
625,timeline:1410:이종무,이종무,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
626,timeline:1410:변계량,변계량,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
627,timeline:1410:이숙번,이숙번,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
628,timeline:1410:심온,심온,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
629,timeline:1410:대마도 정벌,대마도 정벌,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
630,timeline:1410:양녕대군,양녕대군,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
631,timeline:1410:소헌왕후,소헌왕후,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
632,timeline:1410:세종,세종,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
633,timeline:1410:의금부,의금부,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
634,timeline:1410:강상인의 옥,강상인의 옥,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
635,timeline:1410:육의전,육의전,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
636,timeline:1420:맹사성,맹사성,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
637,timeline:1420:황희,황희,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
638,timeline:1420:박연,박연,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
639,timeline:1420:집현전,집현전,조선,0,0,0,,,,,단체,,,조선,history_timeline,조선,조직·단체
640,timeline:1420:농사직설,농사직설,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
641,timeline:1420:장영실,장영실,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
642,timeline:1430:최윤덕,최윤덕,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
643,timeline:1430:김종서,김종서,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
644,timeline:1430:자격루,자격루,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
645,timeline:1430:향약집성방,향약집성방,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
646,timeline:1430:4군 6진 개척,4군 6진 개척,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
647,timeline:1430:삼강행실도,삼강행실도,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
648,timeline:1430:앙부일구,앙부일구,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
649,timeline:1440:강희안,강희안,조선,0,0,0,,,,,인물,,,조선,history_timeline,조선,인물
650,timeline:1440:수표와 수표교,수표와 수표교,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
651,timeline:1440:공법의 실시,공법의 실시,조선,0,0,0,,,,,사건,,,조선,history_timeline,조선,사건
652,timeline:1440:칠정산,칠정산,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
653,timeline:1440:의방유취,의방유취,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
654,timeline:1440:용비어천가,용비어천가,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
655,timeline:1440:훈민정음,훈민정음,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
656,timeline:1440:몽유도원도,몽유도원도,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
657,timeline:1440:석보상절,석보상절,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
658,timeline:1440:월인천강지곡,월인천강지곡,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
659,timeline:1440:동국정운,동국정운,조선,0,0,0,,,,,문화재,,,조선,history_timeline,조선,유물·유적
660,timeline:1880:장승업,장승업,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
661,timeline:1890:이제마,이제마,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
662,timeline:1900:대한제국의 독도 정책,대한제국의 독도 정책,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
663,timeline:1900:증보문헌비고,증보문헌비고,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
664,"timeline:1840:1, 2차 아편전쟁","1, 2차 아편전쟁",개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
665,timeline:1860:박규수,박규수,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
666,timeline:1860:흥선대원군,흥선대원군,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
667,timeline:1860:최제우,최제우,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
668,timeline:1860:최시형,최시형,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
669,timeline:1860:오경석,오경석,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
670,timeline:1860:명성황후,명성황후,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
671,timeline:1860:고종,고종,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
672,timeline:1860:동학의 창시,동학의 창시,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
673,timeline:1860:양무운동,양무운동,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
674,timeline:1860:운현궁,운현궁,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
675,timeline:1860:메이지 유신,메이지 유신,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
676,timeline:1860:위정척사운동,위정척사운동,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
