canonical_term,category,count,problem_ids
주먹도끼,유물,16,"['cj_v41_0001', 'cj_v41_0096', 'cj_v41_0144', 'cj_v41_0287', 'cj_v41_0378', 'cj_v41_0474', 'cj_v41_0569', 'cj_v41_0617', 'cj_v41_0760', 'cj_v41_0901', 'cj_v41_1046', 'cj_v41_1144', 'cj_v41_1193', 'cj_v41_1387', 'cj_v41_1434', 'cj_v41_1482']"
책화,제도,16,"['cj_v41_0002', 'cj_v41_0048', 'cj_v41_0146', 'cj_v41_0288', 'cj_v41_0334', 'cj_v41_0521', 'cj_v41_0618', 'cj_v41_0713', 'cj_v41_0761', 'cj_v41_0807', 'cj_v41_0855', 'cj_v41_1048', 'cj_v41_1145', 'cj_v41_1288', 'cj_v41_1388', 'cj_v41_1484']"
3·1 민주 구국 선언,문헌,16,"['cj_v41_0045', 'cj_v41_0238', 'cj_v41_0283', 'cj_v41_0329', 'cj_v41_0374', 'cj_v41_0562', 'cj_v41_0612', 'cj_v41_0756', 'cj_v41_0850', 'cj_v41_0898', 'cj_v41_0945', 'cj_v41_0995', 'cj_v41_1093', 'cj_v41_1235', 'cj_v41_1333', 'cj_v41_1383']"
정중부,인물,16,"['cj_v41_0014', 'cj_v41_0109', 'cj_v41_0348', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0630', 'cj_v41_0678', 'cj_v41_0726', 'cj_v41_0768', 'cj_v41_0818', 'cj_v41_0866', 'cj_v41_0913', 'cj_v41_1062', 'cj_v41_1108', 'cj_v41_1300', 'cj_v41_1397']"
평양성,유적,16,"['cj_v41_0020', 'cj_v41_0148', 'cj_v41_0213', 'cj_v41_0289', 'cj_v41_0337', 'cj_v41_0353', 'cj_v41_0399', 'cj_v41_0683', 'cj_v41_0811', 'cj_v41_0857', 'cj_v41_0873', 'cj_v41_0970', 'cj_v41_1148', 'cj_v41_1195', 'cj_v41_1343', 'cj_v41_1389']"
12목,제도,16,"['cj_v41_0106', 'cj_v41_0153', 'cj_v41_0342', 'cj_v41_0388', 'cj_v41_0484', 'cj_v41_0530', 'cj_v41_0577', 'cj_v41_0720', 'cj_v41_0863', 'cj_v41_0957', 'cj_v41_1005', 'cj_v41_1055', 'cj_v41_1107', 'cj_v41_1187', 'cj_v41_1249', 'cj_v41_1297']"
은병,유물,16,"['cj_v41_0011', 'cj_v41_0101', 'cj_v41_0159', 'cj_v41_0216', 'cj_v41_0251', 'cj_v41_0293', 'cj_v41_0485', 'cj_v41_0533', 'cj_v41_0575', 'cj_v41_0681', 'cj_v41_0764', 'cj_v41_0868', 'cj_v41_0909', 'cj_v41_1057', 'cj_v41_1198', 'cj_v41_1440']"
군국기무처,기관,16,"['cj_v41_0030', 'cj_v41_0075', 'cj_v41_0128', 'cj_v41_0229', 'cj_v41_0316', 'cj_v41_0362', 'cj_v41_0409', 'cj_v41_0565', 'cj_v41_0789', 'cj_v41_0834', 'cj_v41_0884', 'cj_v41_0931', 'cj_v41_1076', 'cj_v41_1177', 'cj_v41_1416', 'cj_v41_1517']"
남연군 묘,유적,16,"['cj_v41_0026', 'cj_v41_0070', 'cj_v41_0183', 'cj_v41_0224', 'cj_v41_0267', 'cj_v41_0311', 'cj_v41_0455', 'cj_v41_0544', 'cj_v41_0692', 'cj_v41_0879', 'cj_v41_1121', 'cj_v41_1171', 'cj_v41_img_73_27', 'cj_v41_1363', 'cj_v41_1429', 'cj_v41_1460']"
통리기무아문,기관,16,"['cj_v41_0073', 'cj_v41_0125', 'cj_v41_0221', 'cj_v41_0271', 'cj_v41_0361', 'cj_v41_0407', 'cj_v41_0454', 'cj_v41_0651', 'cj_v41_0693', 'cj_v41_0694', 'cj_v41_0743', 'cj_v41_0926', 'cj_v41_0981', 'cj_v41_1320', 'cj_v41_1364', 'cj_v41_1462']"
시무 28조,문헌,16,"['cj_v41_0010', 'cj_v41_0055', 'cj_v41_0153', 'cj_v41_0342', 'cj_v41_0530', 'cj_v41_0632', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0770', 'cj_v41_0916', 'cj_v41_1007', 'cj_v41_1062', 'cj_v41_1203', 'cj_v41_1347', 'cj_v41_1448', 'cj_v41_1497']"
서희,인물,15,"['cj_v41_0248', 'cj_v41_0390', 'cj_v41_0439', 'cj_v41_0516', 'cj_v41_0532', 'cj_v41_0579', 'cj_v41_0633', 'cj_v41_0682', 'cj_v41_0724', 'cj_v41_0852', 'cj_v41_0869', 'cj_v41_0910', 'cj_v41_1298', 'cj_v41_1348', 'cj_v41_1400']"
윤관,인물,15,"['cj_v41_0014', 'cj_v41_0158', 'cj_v41_0202', 'cj_v41_0298', 'cj_v41_0682', 'cj_v41_0721', 'cj_v41_0869', 'cj_v41_0912', 'cj_v41_0960', 'cj_v41_1009', 'cj_v41_1058', 'cj_v41_1204', 'cj_v41_1298', 'cj_v41_1348', 'cj_v41_1493']"
수신사,기관,15,"['cj_v41_0076', 'cj_v41_0124', 'cj_v41_0169', 'cj_v41_0220', 'cj_v41_0268', 'cj_v41_0313', 'cj_v41_0361', 'cj_v41_0456', 'cj_v41_0497', 'cj_v41_0598', 'cj_v41_0645', 'cj_v41_0694', 'cj_v41_1123', 'cj_v41_1364', 'cj_v41_1412']"
비변사,기관,15,"['cj_v41_0025', 'cj_v41_0067', 'cj_v41_0154', 'cj_v41_0305', 'cj_v41_0355', 'cj_v41_0448', 'cj_v41_0729', 'cj_v41_0823', 'cj_v41_0864', 'cj_v41_0973', 'cj_v41_1068', 'cj_v41_1115', 'cj_v41_1219', 'cj_v41_1307', 'cj_v41_1461']"
조광조,인물,15,"['cj_v41_0019', 'cj_v41_0066', 'cj_v41_0114', 'cj_v41_0587', 'cj_v41_0635', 'cj_v41_0684', 'cj_v41_0826', 'cj_v41_0899', 'cj_v41_0918', 'cj_v41_1114', 'cj_v41_1261', 'cj_v41_1336', 'cj_v41_1358', 'cj_v41_1404', 'cj_v41_1498']"
105인 사건,사건,15,"['cj_v41_0038', 'cj_v41_0081', 'cj_v41_0179', 'cj_v41_0225', 'cj_v41_0461', 'cj_v41_0549', 'cj_v41_0655', 'cj_v41_0697', 'cj_v41_0791', 'cj_v41_0894', 'cj_v41_0934', 'cj_v41_1032', 'cj_v41_1278', 'cj_v41_1368', 'cj_v41_1518']"
공인,단체,15,"['cj_v41_0117', 'cj_v41_0216', 'cj_v41_0355', 'cj_v41_0493', 'cj_v41_0875', 'cj_v41_0923', 'cj_v41_0969', 'cj_v41_1064', 'cj_v41_1117', 'cj_v41_1168', 'cj_v41_1217', 'cj_v41_1362', 'cj_v41_1407', 'cj_v41_1456', 'cj_v41_1504']"
계백료서,문헌,15,"['cj_v41_0152', 'cj_v41_0341', 'cj_v41_0387', 'cj_v41_0530', 'cj_v41_0770', 'cj_v41_0814', 'cj_v41_0862', 'cj_v41_0906', 'cj_v41_img_69_48', 'cj_v41_1107', 'cj_v41_1155', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1347', 'cj_v41_1491']"
미쓰야 협정,조약,15,"['cj_v41_0040', 'cj_v41_0280', 'cj_v41_0325', 'cj_v41_0421', 'cj_v41_0607', 'cj_v41_0702', 'cj_v41_0703', 'cj_v41_0892', 'cj_v41_0933', 'cj_v41_1131', 'cj_v41_1281', 'cj_v41_1314', 'cj_v41_1370', 'cj_v41_1425', 'cj_v41_1511']"
주자감,기관,15,"['cj_v41_0007', 'cj_v41_0103', 'cj_v41_0246', 'cj_v41_0481', 'cj_v41_0527', 'cj_v41_0576', 'cj_v41_0619', 'cj_v41_0717', 'cj_v41_0823', 'cj_v41_0914', 'cj_v41_0955', 'cj_v41_1247', 'cj_v41_1344', 'cj_v41_1439', 'cj_v41_1494']"
대야성,유적,15,"['cj_v41_0006', 'cj_v41_0150', 'cj_v41_0431', 'cj_v41_0479', 'cj_v41_0525', 'cj_v41_0571', 'cj_v41_0620', 'cj_v41_0672', 'cj_v41_0810', 'cj_v41_1049', 'cj_v41_1104', 'cj_v41_1151', 'cj_v41_1245', 'cj_v41_1290', 'cj_v41_1438']"
사간원,기관,15,"['cj_v41_0059', 'cj_v41_0110', 'cj_v41_0254', 'cj_v41_0350', 'cj_v41_0538', 'cj_v41_0585', 'cj_v41_0592', 'cj_v41_0636', 'cj_v41_0783', 'cj_v41_0870', 'cj_v41_1024', 'cj_v41_1111', 'cj_v41_1263', 'cj_v41_1304', 'cj_v41_1406']"
관료전,제도,15,"['cj_v41_0051', 'cj_v41_0100', 'cj_v41_0336', 'cj_v41_0436', 'cj_v41_0624', 'cj_v41_0673', 'cj_v41_0718', 'cj_v41_0766', 'cj_v41_0817', 'cj_v41_0953', 'cj_v41_1047', 'cj_v41_1292', 'cj_v41_1342', 'cj_v41_1391', 'cj_v41_1440']"
빗살무늬 토기,유물,15,"['cj_v41_0047', 'cj_v41_0144', 'cj_v41_0333', 'cj_v41_0378', 'cj_v41_0520', 'cj_v41_0569', 'cj_v41_0617', 'cj_v41_0760', 'cj_v41_0806', 'cj_v41_0901', 'cj_v41_0947', 'cj_v41_1046', 'cj_v41_1144', 'cj_v41_1287', 'cj_v41_1482']"
조봉암,인물,15,"['cj_v41_0142', 'cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0424', 'cj_v41_0471', 'cj_v41_0708', 'cj_v41_0754', 'cj_v41_0800', 'cj_v41_0850', 'cj_v41_0898', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1236', 'cj_v41_1333', 'cj_v41_1480']"
진보당,단체,15,"['cj_v41_0142', 'cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0424', 'cj_v41_0471', 'cj_v41_0559', 'cj_v41_0611', 'cj_v41_0708', 'cj_v41_0754', 'cj_v41_0800', 'cj_v41_0850', 'cj_v41_0898', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1333']"
의병,단체,15,"['cj_v41_0322', 'cj_v41_0366', 'cj_v41_0411', 'cj_v41_0448', 'cj_v41_0503', 'cj_v41_0640', 'cj_v41_0827', 'cj_v41_0873', 'cj_v41_0883', 'cj_v41_0930', 'cj_v41_0982', 'cj_v41_1125', 'cj_v41_1226', 'cj_v41_1229', 'cj_v41_1363']"
보덕국,국가,15,"['cj_v41_0006', 'cj_v41_0102', 'cj_v41_0244', 'cj_v41_0291', 'cj_v41_0525', 'cj_v41_0620', 'cj_v41_0803', 'cj_v41_0951', 'cj_v41_1001', 'cj_v41_1092', 'cj_v41_1104', 'cj_v41_1151', 'cj_v41_1296', 'cj_v41_1346', 'cj_v41_1490']"
중광단,단체,15,"['cj_v41_0041', 'cj_v41_0085', 'cj_v41_0276', 'cj_v41_0420', 'cj_v41_0500', 'cj_v41_0551', 'cj_v41_0605', 'cj_v41_0749', 'cj_v41_0785', 'cj_v41_0891', 'cj_v41_0928', 'cj_v41_1036', 'cj_v41_1130', 'cj_v41_1229', 'cj_v41_1375']"
만권당,기관,14,"['cj_v41_0156', 'cj_v41_0208', 'cj_v41_0250', 'cj_v41_0442', 'cj_v41_0487', 'cj_v41_0580', 'cj_v41_0781', 'cj_v41_0861', 'cj_v41_0960', 'cj_v41_1044', 'cj_v41_1205', 'cj_v41_1349', 'cj_v41_1396', 'cj_v41_1447']"
우산국,국가,14,"['cj_v41_0051', 'cj_v41_0147', 'cj_v41_0194', 'cj_v41_0336', 'cj_v41_0673', 'cj_v41_0718', 'cj_v41_0766', 'cj_v41_0814', 'cj_v41_0904', 'cj_v41_0954', 'cj_v41_1149', 'cj_v41_1292', 'cj_v41_1338', 'cj_v41_1488']"
치안 유지법,제도,14,"['cj_v41_0324', 'cj_v41_0371', 'cj_v41_0513', 'cj_v41_0555', 'cj_v41_0601', 'cj_v41_0652', 'cj_v41_0696', 'cj_v41_0750', 'cj_v41_0888', 'cj_v41_1030', 'cj_v41_1133', 'cj_v41_1278', 'cj_v41_1425', 'cj_v41_1514']"
반민족 행위 특별 조사 위원회,기관,14,"['cj_v41_0044', 'cj_v41_0139', 'cj_v41_0235', 'cj_v41_0282', 'cj_v41_0559', 'cj_v41_0610', 'cj_v41_0656', 'cj_v41_0706', 'cj_v41_0847', 'cj_v41_0940', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1236', 'cj_v41_1479']"
솔빈부,지명,14,"['cj_v41_0061', 'cj_v41_0294', 'cj_v41_0533', 'cj_v41_0588', 'cj_v41_0688', 'cj_v41_0722', 'cj_v41_0764', 'cj_v41_0905', 'cj_v41_0969', 'cj_v41_1105', 'cj_v41_1208', 'cj_v41_1341', 'cj_v41_1390', 'cj_v41_1456']"
박문국,기관,14,"['cj_v41_0034', 'cj_v41_0130', 'cj_v41_0174', 'cj_v41_0229', 'cj_v41_0363', 'cj_v41_0548', 'cj_v41_0661', 'cj_v41_0741', 'cj_v41_0887', 'cj_v41_0977', 'cj_v41_1175', 'cj_v41_1316', 'cj_v41_1370', 'cj_v41_1461']"
배재학당,기관,14,"['cj_v41_0072', 'cj_v41_img_49_39', 'cj_v41_0276', 'cj_v41_0315', 'cj_v41_0367', 'cj_v41_0420', 'cj_v41_0605', 'cj_v41_0703', 'cj_v41_0889', 'cj_v41_0928', 'cj_v41_0987', 'cj_v41_1032', 'cj_v41_1365', 'cj_v41_1417']"
안핵사,제도,14,"['cj_v41_0068', 'cj_v41_0122', 'cj_v41_0175', 'cj_v41_0217', 'cj_v41_0313', 'cj_v41_0358', 'cj_v41_0406', 'cj_v41_0453', 'cj_v41_0786', 'cj_v41_0925', 'cj_v41_0975', 'cj_v41_1123', 'cj_v41_1311', 'cj_v41_1414']"
서경,지명,14,"['cj_v41_0013', 'cj_v41_0157', 'cj_v41_0204', 'cj_v41_0246', 'cj_v41_0435', 'cj_v41_0677', 'cj_v41_0724', 'cj_v41_0726', 'cj_v41_0782', 'cj_v41_0866', 'cj_v41_0958', 'cj_v41_1199', 'cj_v41_1252', 'cj_v41_1294']"
파리 강화 회의,사건,14,"['cj_v41_0042', 'cj_v41_0081', 'cj_v41_0177', 'cj_v41_0328', 'cj_v41_0699', 'cj_v41_0744', 'cj_v41_0796', 'cj_v41_0852', 'cj_v41_0894', 'cj_v41_1034', 'cj_v41_1278', 'cj_v41_1319', 'cj_v41_1372', 'cj_v41_1415']"
계백,인물,14,"['cj_v41_0006', 'cj_v41_0291', 'cj_v41_0431', 'cj_v41_0525', 'cj_v41_0572', 'cj_v41_0620', 'cj_v41_0671', 'cj_v41_0716', 'cj_v41_0763', 'cj_v41_0904', 'cj_v41_1001', 'cj_v41_1050', 'cj_v41_1290', 'cj_v41_1488']"
동의보감,문헌,14,"['cj_v41_0065', 'cj_v41_0115', 'cj_v41_0312', 'cj_v41_0349', 'cj_v41_0394', 'cj_v41_0444', 'cj_v41_img_61_20', 'cj_v41_0778', 'cj_v41_0825', 'cj_v41_0914', 'cj_v41_1018', 'cj_v41_1067', 'cj_v41_1257', 'cj_v41_1403']"
토지 조사 사업,정책,14,"['cj_v41_0040', 'cj_v41_0135', 'cj_v41_0504', 'cj_v41_0555', 'cj_v41_0607', 'cj_v41_0698', 'cj_v41_0699', 'cj_v41_0795', 'cj_v41_0839', 'cj_v41_0933', 'cj_v41_1035', 'cj_v41_1129', 'cj_v41_1273', 'cj_v41_1514']"
국가 총동원법,제도,14,"['cj_v41_0136', 'cj_v41_0278', 'cj_v41_0514', 'cj_v41_0652', 'cj_v41_0839', 'cj_v41_0892', 'cj_v41_0986', 'cj_v41_1030', 'cj_v41_1083', 'cj_v41_1181', 'cj_v41_1233', 'cj_v41_1273', 'cj_v41_1475', 'cj_v41_1518']"
주전도감,기관,14,"['cj_v41_0156', 'cj_v41_0203', 'cj_v41_0251', 'cj_v41_0533', 'cj_v41_0578', 'cj_v41_0643', 'cj_v41_0862', 'cj_v41_1053', 'cj_v41_1107', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1313', 'cj_v41_1398', 'cj_v41_1448']"
미륵사,문화재,14,"['cj_v41_0150', 'cj_v41_0290', 'cj_v41_0381', 'cj_v41_0477', 'cj_v41_0573', 'cj_v41_0625', 'cj_v41_0769', 'cj_v41_0810', 'cj_v41_0904', 'cj_v41_1049', 'cj_v41_1201', 'cj_v41_1245', 'cj_v41_1437', 'cj_v41_1485']"
메가타,인물,14,"['cj_v41_0173', 'cj_v41_0318', 'cj_v41_0323', 'cj_v41_0499', 'cj_v41_0604', 'cj_v41_0648', 'cj_v41_0702', 'cj_v41_0838', 'cj_v41_0982', 'cj_v41_1035', 'cj_v41_1268', 'cj_v41_1420', 'cj_v41_1470', 'cj_v41_1509']"
준풍,제도,14,"['cj_v41_0338', 'cj_v41_0484', 'cj_v41_0527', 'cj_v41_0720', 'cj_v41_0770', 'cj_v41_0862', 'cj_v41_0957', 'cj_v41_1007', 'cj_v41_1107', 'cj_v41_1203', 'cj_v41_1252', 'cj_v41_1297', 'cj_v41_1347', 'cj_v41_1445']"
최승로,인물,14,"['cj_v41_0010', 'cj_v41_0153', 'cj_v41_0342', 'cj_v41_0530', 'cj_v41_0632', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0770', 'cj_v41_0916', 'cj_v41_1007', 'cj_v41_1062', 'cj_v41_1187', 'cj_v41_1203', 'cj_v41_1347']"
오월,국가,14,"['cj_v41_0009', 'cj_v41_0105', 'cj_v41_0152', 'cj_v41_0247', 'cj_v41_0341', 'cj_v41_0438', 'cj_v41_0625', 'cj_v41_0717', 'cj_v41_0769', 'cj_v41_0814', 'cj_v41_0908', 'cj_v41_1249', 'cj_v41_1397', 'cj_v41_1447']"
독립 의군부,단체,14,"['cj_v41_0029', 'cj_v41_0075', 'cj_v41_0124', 'cj_v41_0181', 'cj_v41_0230', 'cj_v41_0279', 'cj_v41_0322', 'cj_v41_0369', 'cj_v41_0511', 'cj_v41_0747', 'cj_v41_0792', 'cj_v41_0894', 'cj_v41_1281', 'cj_v41_1367']"
삼별초,기관,14,"['cj_v41_0099', 'cj_v41_0157', 'cj_v41_0213', 'cj_v41_0443', 'cj_v41_0486', 'cj_v41_0630', 'cj_v41_0678', 'cj_v41_0818', 'cj_v41_0869', 'cj_v41_0959', 'cj_v41_1062', 'cj_v41_1300', 'cj_v41_1348', 'cj_v41_1449']"
황룡사 구층 목탑,문화재,14,"['cj_v41_0100', 'cj_v41_0194', 'cj_v41_0529', 'cj_v41_0574', 'cj_v41_0670', 'cj_v41_0813', 'cj_v41_0914', 'cj_v41_0952', 'cj_v41_1002', 'cj_v41_1056', 'cj_v41_1100', 'cj_v41_1147', 'cj_v41_1246', 'cj_v41_1289']"
조선,국가,14,"['cj_v41_0022', 'cj_v41_0063', 'cj_v41_0161', 'cj_v41_0302', 'cj_v41_0306', 'cj_v41_img_54_20', 'cj_v41_0890', 'cj_v41_1187', 'cj_v41_1214', 'cj_v41_1222', 'cj_v41_1336', 'cj_v41_1425', 'cj_v41_1433', 'cj_v41_1481']"
범금 8조,제도,14,"['cj_v41_0097', 'cj_v41_0145', 'cj_v41_0475', 'cj_v41_0618', 'cj_v41_0713', 'cj_v41_0808', 'cj_v41_0855', 'cj_v41_0902', 'cj_v41_1194', 'cj_v41_img_73_04', 'cj_v41_1291', 'cj_v41_1388', 'cj_v41_1435', 'cj_v41_1486']"
진대법,제도,14,"['cj_v41_0097', 'cj_v41_0145', 'cj_v41_0241', 'cj_v41_0354', 'cj_v41_0531', 'cj_v41_0621', 'cj_v41_0669', 'cj_v41_0714', 'cj_v41_0808', 'cj_v41_0857', 'cj_v41_1004', 'cj_v41_1141', 'cj_v41_1198', 'cj_v41_1487']"
부산,지명,14,"['cj_v41_0074', 'cj_v41_0161', 'cj_v41_0310', 'cj_v41_0318', 'cj_v41_0707', 'cj_v41_0743', 'cj_v41_0896', 'cj_v41_0942', 'cj_v41_1045', 'cj_v41_1138', 'cj_v41_1191', 'cj_v41_1320', 'cj_v41_1331', 'cj_v41_1382']"
계해약조,조약,14,"['cj_v41_0027', 'cj_v41_0209', 'cj_v41_0260', 'cj_v41_0312', 'cj_v41_0389', 'cj_v41_0436', 'cj_v41_0536', 'cj_v41_0689', 'cj_v41_0775', 'cj_v41_0852', 'cj_v41_0868', 'cj_v41_1115', 'cj_v41_1352', 'cj_v41_1454']"
송,국가,14,"['cj_v41_0117', 'cj_v41_0203', 'cj_v41_0299', 'cj_v41_0301', 'cj_v41_0577', 'cj_v41_0681', 'cj_v41_0739', 'cj_v41_0817', 'cj_v41_0865', 'cj_v41_1119', 'cj_v41_1208', 'cj_v41_1398', 'cj_v41_1443', 'cj_v41_1496']"
양현고,기관,14,"['cj_v41_0106', 'cj_v41_0153', 'cj_v41_0487', 'cj_v41_0530', 'cj_v41_0578', 'cj_v41_0674', 'cj_v41_0771', 'cj_v41_0862', 'cj_v41_0963', 'cj_v41_1005', 'cj_v41_1055', 'cj_v41_1203', 'cj_v41_1396', 'cj_v41_1491']"
흑창,기관,14,"['cj_v41_0106', 'cj_v41_0342', 'cj_v41_0583', 'cj_v41_0630', 'cj_v41_0674', 'cj_v41_0720', 'cj_v41_0819', 'cj_v41_0862', 'cj_v41_0957', 'cj_v41_1007', 'cj_v41_1073', 'cj_v41_1203', 'cj_v41_1303', 'cj_v41_1402']"
삼국사기,문헌,14,"['cj_v41_0104', 'cj_v41_0196', 'cj_v41_img_52_03', 'cj_v41_0337', 'cj_v41_0393', 'cj_v41_0528', 'cj_v41_0573', 'cj_v41_0620', 'cj_v41_0819', 'cj_v41_0957', 'cj_v41_1010', 'cj_v41_1205', 'cj_v41_1252', 'cj_v41_1448']"
계미자,유물,14,"['cj_v41_0110', 'cj_v41_0209', 'cj_v41_0302', 'cj_v41_0349', 'cj_v41_0591', 'cj_v41_img_61_20', 'cj_v41_0778', 'cj_v41_0878', 'cj_v41_1015', 'cj_v41_1210', 'cj_v41_1312', 'cj_v41_1361', 'cj_v41_1410', 'cj_v41_1446']"
경시서,기관,14,"['cj_v41_0108', 'cj_v41_0159', 'cj_v41_0251', 'cj_v41_0293', 'cj_v41_0485', 'cj_v41_0588', 'cj_v41_0628', 'cj_v41_0688', 'cj_v41_0817', 'cj_v41_0909', 'cj_v41_1005', 'cj_v41_1057', 'cj_v41_1105', 'cj_v41_1361']"
최충헌,인물,14,"['cj_v41_0109', 'cj_v41_0250', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0630', 'cj_v41_0678', 'cj_v41_0726', 'cj_v41_0768', 'cj_v41_0913', 'cj_v41_1154', 'cj_v41_1252', 'cj_v41_1300', 'cj_v41_1351', 'cj_v41_1397']"
봉사 10조,정책,14,"['cj_v41_0109', 'cj_v41_0157', 'cj_v41_0208', 'cj_v41_0250', 'cj_v41_0442', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0818', 'cj_v41_0913', 'cj_v41_1154', 'cj_v41_1205', 'cj_v41_1252', 'cj_v41_1397', 'cj_v41_1447']"
영고,제도,14,"['cj_v41_0002', 'cj_v41_0048', 'cj_v41_0146', 'cj_v41_0193', 'cj_v41_0242', 'cj_v41_0428', 'cj_v41_0618', 'cj_v41_0713', 'cj_v41_0807', 'cj_v41_0948', 'cj_v41_0999', 'cj_v41_1145', 'cj_v41_img_73_04', 'cj_v41_1439']"
뗀석기,유물,13,"['cj_v41_0001', 'cj_v41_0287', 'cj_v41_0474', 'cj_v41_0569', 'cj_v41_0617', 'cj_v41_0901', 'cj_v41_1046', 'cj_v41_1144', 'cj_v41_1193', 'cj_v41_1242', 'cj_v41_1337', 'cj_v41_1434', 'cj_v41_1482']"
신한공사,기관,13,"['cj_v41_0139', 'cj_v41_0282', 'cj_v41_0329', 'cj_v41_0472', 'cj_v41_0561', 'cj_v41_0706', 'cj_v41_0752', 'cj_v41_0850', 'cj_v41_0942', 'cj_v41_1045', 'cj_v41_1084', 'cj_v41_1427', 'cj_v41_1470']"
왜,국가,13,"['cj_v41_0049', 'cj_v41_0102', 'cj_v41_0148', 'cj_v41_0149', 'cj_v41_0243', 'cj_v41_0379', 'cj_v41_0575', 'cj_v41_0669', 'cj_v41_0672', 'cj_v41_0858', 'cj_v41_0903', 'cj_v41_1003', 'cj_v41_1050']"
정계,문헌,13,"['cj_v41_0152', 'cj_v41_0341', 'cj_v41_0387', 'cj_v41_0530', 'cj_v41_0814', 'cj_v41_0862', 'cj_v41_img_69_48', 'cj_v41_1107', 'cj_v41_1155', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1347', 'cj_v41_1491']"
최우,인물,13,"['cj_v41_0204', 'cj_v41_0348', 'cj_v41_0582', 'cj_v41_0630', 'cj_v41_0682', 'cj_v41_0727', 'cj_v41_0768', 'cj_v41_0869', 'cj_v41_0915', 'cj_v41_1109', 'cj_v41_1157', 'cj_v41_1206', 'cj_v41_1298']"
악학궤범,문헌,13,"['cj_v41_0115', 'cj_v41_0352', 'cj_v41_0394', 'cj_v41_0445', 'cj_v41_0488', 'cj_v41_0535', 'cj_v41_img_61_20', 'cj_v41_0921', 'cj_v41_1069', 'cj_v41_1212', 'cj_v41_1259', 'cj_v41_1403', 'cj_v41_1451']"
현량과,제도,13,"['cj_v41_0017', 'cj_v41_0066', 'cj_v41_0114', 'cj_v41_0351', 'cj_v41_0395', 'cj_v41_0446', 'cj_v41_0632', 'cj_v41_0820', 'cj_v41_1066', 'cj_v41_1114', 'cj_v41_1336', 'cj_v41_1358', 'cj_v41_1452']"
북학의,문헌,13,"['cj_v41_0024', 'cj_v41_0121', 'cj_v41_0356', 'cj_v41_0401', 'cj_v41_0451', 'cj_v41_0508', 'cj_v41_0545', 'cj_v41_img_66_24', 'cj_v41_0971', 'cj_v41_1017', 'cj_v41_1072', 'cj_v41_1408', 'cj_v41_1457']"
농사직설,문헌,13,"['cj_v41_0015', 'cj_v41_0166', 'cj_v41_0302', 'cj_v41_0394', 'cj_v41_0537', 'cj_v41_0679', 'cj_v41_0778', 'cj_v41_0867', 'cj_v41_0917', 'cj_v41_1018', 'cj_v41_1069', 'cj_v41_1251', 'cj_v41_1455']"
신검,인물,13,"['cj_v41_0055', 'cj_v41_0200', 'cj_v41_0247', 'cj_v41_0341', 'cj_v41_0625', 'cj_v41_0809', 'cj_v41_0899', 'cj_v41_0908', 'cj_v41_0956', 'cj_v41_1104', 'cj_v41_1296', 'cj_v41_1346', 'cj_v41_1395']"
국자감,기관,13,"['cj_v41_0057', 'cj_v41_0387', 'cj_v41_0487', 'cj_v41_0530', 'cj_v41_0578', 'cj_v41_0720', 'cj_v41_0771', 'cj_v41_0889', 'cj_v41_1005', 'cj_v41_1156', 'cj_v41_1252', 'cj_v41_1396', 'cj_v41_1400']"
강화학파,단체,13,"['cj_v41_0024', 'cj_v41_0212', 'cj_v41_0256', 'cj_v41_0356', 'cj_v41_0638', 'cj_v41_0738', 'cj_v41_0784', 'cj_v41_0830', 'cj_v41_0971', 'cj_v41_1017', 'cj_v41_1167', 'cj_v41_1218', 'cj_v41_1457']"
한국광복군,기관,13,"['cj_v41_0087', 'cj_v41_0138', 'cj_v41_0186', 'cj_v41_0228', 'cj_v41_0328', 'cj_v41_0512', 'cj_v41_0705', 'cj_v41_0749', 'cj_v41_0893', 'cj_v41_1034', 'cj_v41_1279', 'cj_v41_1424', 'cj_v41_1520']"
백두산정계비,문화재,13,"['cj_v41_0027', 'cj_v41_0110', 'cj_v41_0259', 'cj_v41_0309', 'cj_v41_0494', 'cj_v41_0541', 'cj_v41_0874', 'cj_v41_0922', 'cj_v41_1118', 'cj_v41_1220', 'cj_v41_1260', 'cj_v41_1409', 'cj_v41_1503']"
태극서관,단체,13,"['cj_v41_0081', 'cj_v41_0231', 'cj_v41_0274', 'cj_v41_0461', 'cj_v41_0697', 'cj_v41_0744', 'cj_v41_0796', 'cj_v41_0886', 'cj_v41_1032', 'cj_v41_1377', 'cj_v41_1415', 'cj_v41_1465', 'cj_v41_1519']"
