순번,이미지ID,제목,설명,작성자,시대,유형,분야,이미지출처,이용조건,키워드,관련콘텐츠,목록분류,목록요약,썸네일URL,원본이미지URL,저장이미지파일,상세요청URL
1696,ki_070_20100,정부통령 선출을 위해 투표기입석에서 투표를 하고 있는 국회의원들,1948년 7월 20일 정·부통령을 선출하기 위해 투표 기입석에서 투표를 하는 제헌 의원의 모습이다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#대통령, #부통령",,현대|인물>관료·정치가|정치,1948년 7월 20일 정·부통령을 선출하기 위해 투표 기입석에서 투표를 하는 제헌 의원의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20100.jpg,한국사 이미지 자료\images\ki_070\ki_070_20100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20100&whereStr=
1697,ki_070_20200,대통령직 수락 연설을 하는 이승만,1948년 7월 20일 제헌 의원들의 압도적인 지지로 대통령에 선출된 이승만이 수락 연설을 준비하는 모습이다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#이승만,이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700,현대|인물>관료·정치가|정치,1948년 7월 20일 제헌 의원들의 압도적인 지지로 대통령에 선출된 이승만이 수락 연설을 준비하는 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20200.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20200.jpg,한국사 이미지 자료\images\ki_070\ki_070_20200.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20200&whereStr=
1698,ki_070_20300,정부통령 취임식에서 연설하는 이승만 대통령,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식 모습이다. 대통령으로 선출된 이승만은 많은 내외빈 앞에서 연설을 진행하였다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#이승만,이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700,현대|인물>관료·정치가|정치,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식 모습이다. 대통령으로 선출된 이승만은 많은 내외빈 앞에서 연설을 진행하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20300.jpg,한국사 이미지 자료\images\ki_070\ki_070_20300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20300&whereStr=
1699,ki_070_20400,정부통령 취임식에 참석한 내빈석에 위치한 프란체스카 여사,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에 참석한 영부인 프란체스카 여사의 모습이다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#프란체스카,,현대|인물>관료·정치가|정치,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에 참석한 영부인 프란체스카 여사의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20400.jpg,한국사 이미지 자료\images\ki_070\ki_070_20400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20400&whereStr=
1700,ki_070_20500,정부통령 취임식에서 연설하는 이시영 부통령,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에서 연설하는 이시영 부통령의 모습이다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#이시영,이시영 (한국사 연대기) | https://contents.history.go.kr/id/kc_n403720,현대|인물>관료·정치가|정치,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에서 연설하는 이시영 부통령의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20500.jpg,한국사 이미지 자료\images\ki_070\ki_070_20500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20500&whereStr=
1701,ki_070_20600,정부통령 취임식을 빛내기 위해 모인 군중,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에 참석한 군중들의 모습이다. 이날 취임식장에는 많은 비가 왔지만 참석자들은 우산을 쓰고 식이 끝날 때까지 자리를 뜨지 않았다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#정부통령취임식,,현대|사건>행사·기념|정치,1948년 7월 24일 중앙청 앞 광장에서 거행된 이승만과 이시영의 정·부통령 취임식에 참석한 군중들의 모습이다. 이날 취임식장에는 많은 비가 왔지만 참석자들은 우산을 쓰고 식이 끝날 때까지 자리를 뜨지 않았다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20600.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20600.jpg,한국사 이미지 자료\images\ki_070\ki_070_20600.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20600&whereStr=
1702,ki_070_20700,대한민국 정부 수립 선포식,"1948년 8월 15일 당시 중앙청 대광장에 열린 대한민국 정부 수립 선포식 모습이다. ‘대한민국 정부 수립 국민 축하’라는 문구가 적힌 현수막과 유엔기, 태극기로 꾸며진 식장의 모습을 확인할 수 있다. 이 자리에서 초대 대통령 이승만(李承晩, 1875~1965)은 대한민국의 수립을 공식적으로 선포했다. 또한 남한 주둔 미군 사령관인 하지(John R. Hodge, 1893~1963) 중장은 남한에서 미군정이 종식되었음을 선포했다.",은희녕,현대,사건>행사·기념,정치,국가기록원,상기 출처의 이용 조건에 따름,"#대한민국, #미군정, #이승만, #정부수립","군정의 실시(미군정청) (한국사 연대기) | https://contents.history.go.kr/id/kc_i501700
대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100
이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700",현대|사건>행사·기념|정치,"1948년 8월 15일 당시 중앙청 대광장에 열린 대한민국 정부 수립 선포식 모습이다. ‘대한민국 정부 수립 국민 축하’라는 문구가 적힌 현수막과 유엔기, 태극기로 꾸며진 식장의 모습을 확인할 수 있다. 이 자리에서 초대 대통령 이승만(李承晩, 1875~1965)은 대한민국의 수립을 공식적으로 선포했다. 또한 남한 주둔 미군 사령관인 하지(John R. Hodge, 1893~1963) 중장은 남한에서 미군정이 종식되었음을 선포했다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20700.jpg,한국사 이미지 자료\images\ki_070\ki_070_20700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20700&whereStr=
1703,ki_070_20800,이승만,"대한민국임시정부 초대 대통령이자 대한민국 초대 대통령이었던 우남 이승만(李承晩, 1875~1965)의 사진이다. 이승만은 1896년 협성회, 독립협회 등에 참여했으며, 1919년 상하이에서 수립된 대한민국 임시정부의 초대 대통령에 추대됐다. 해방 직후에는 귀국하여 독립촉성중앙협의회를 결성했으며, 제1차 미·소 공동위원회가 결렬된 이후 ‘남쪽의 단독정부 또는 위원회’ 조직을 주장했다. 이후 1948년 5월 10일 남한의 단독 총선거를 통해 수립된 제헌국회의 국회의장과 대한민국의 초대~3대 대통령을 역임했다. 그러나 장기집권 과정에서 자행한 3·15 부정선거를 계기로 4·19혁명이 일어나 대통령직에서 물러났다.",은희녕,현대,인물>관료·정치가,정치,국가기록원,상기 출처의 이용 조건에 따름,"#3·15부정선거, #4·19혁명, #대한민국임시정부, #독립촉성중앙협의회, #독립협회, #이승만, #협성회",이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700,현대|인물>관료·정치가|정치,"대한민국임시정부 초대 대통령이자 대한민국 초대 대통령이었던 우남 이승만(李承晩, 1875~1965)의 사진이다. 이승만은 1896년 협성회, 독립협회 등에 참여했으며, 1919년 상하이에서 수립된 대한민국 임시정부의 초대 대통령에 추대됐다. 해방 직후에는 귀국하여 독립촉성중앙협의회를 결성했으며, 제1차 미·소 공동위원회가 결렬된 이후 ‘남쪽의 단독정부 또는 위원회’ 조직을 주장했다. 이후 1948년 5월 10일 남한의 단독 총선거를 통해 수립된 제헌국회의 국회의장과 대한민국의 초대~3대 대통령을 역임했다. 그러나 장기집권 과정에서 자행한 3·15 부정선거를 계기로 4·19혁명이 일어나 대통령직에서 물러났다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20800.jpg,한국사 이미지 자료\images\ki_070\ki_070_20800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20800&whereStr=
1704,ki_070_20900,중앙청으로 향하는 맥아더 사령관 일행,1948년 8월 15일 연합군 최고사령부 사령관 맥아더가 대한민국 정부수립 기념식에 참석하기 위해 서울 시내를 지나는 모습이다. 도쿄에 있던 맥아더는 대한민국 정부수립 기념식에 참석하기 위해 김포공항으로 입국하여 행사장인 중앙청으로 이동하였다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#맥아더,,현대|사건>행사·기념|정치,1948년 8월 15일 연합군 최고사령부 사령관 맥아더가 대한민국 정부수립 기념식에 참석하기 위해 서울 시내를 지나는 모습이다. 도쿄에 있던 맥아더는 대한민국 정부수립 기념식에 참석하기 위해 김포공항으로 입국하여 행사장인 중앙청으로 이동하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_20900.jpg,한국사 이미지 자료\images\ki_070\ki_070_20900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_20900&whereStr=
1705,ki_070_21000,남대문에 걸린 맥아더 방문 축하 현수막,"1948년 8월 15일 대한민국 정부 수립 기념식에 참석하기 위해 한국을 방문한 맥아더를 환영하는 현수막이 걸린 서울 남대문의 모습이다. 현수막에는 ‘맥아더원수 환영’, ‘대한민국 정부 수립 만세’라고 적혀있다. 대한민국 정부 수립 기념식은 1948년 8월 15일 광복절 3주년을 겸하여 열렸다.",유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#현수막,,현대|사건>행사·기념|정치,"1948년 8월 15일 대한민국 정부 수립 기념식에 참석하기 위해 한국을 방문한 맥아더를 환영하는 현수막이 걸린 서울 남대문의 모습이다. 현수막에는 ‘맥아더원수 환영’, ‘대한민국 정부 수립 만세’라고 적혀있다. 대한민국 정부 수립 기념식은 1948년 8월 15일 광복절 3주년을 겸하여 열렸다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21000.jpg,한국사 이미지 자료\images\ki_070\ki_070_21000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21000&whereStr=
1706,ki_070_21100,정부수립 기념식을 위한 구조물이 설치된 광화문 네거리,1948년 8월 15일 광화문 네거리에 설치된 정부수립 기념식을 위한 구조물의 모습이다. 기념식에 참석하기 위해 광화문 네거리에 모인 많은 시민들의 모습도 보인다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#광화문네거리,,현대|사건>행사·기념|정치,1948년 8월 15일 광화문 네거리에 설치된 정부수립 기념식을 위한 구조물의 모습이다. 기념식에 참석하기 위해 광화문 네거리에 모인 많은 시민들의 모습도 보인다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21100.jpg,한국사 이미지 자료\images\ki_070\ki_070_21100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21100&whereStr=
1707,ki_070_21200,중앙청 광장에서 열린 대한민국 정부수립 기념식,1948년 8월 15일 중앙청에 마련된 대한민국 정부수립 기념식과 광복절 3주년 기념식장의 모습이다. 이날 많은 시민들이 이 행사에 참석하기 위해 중앙청 광장 앞으로 모여들었다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#정부수립기념식,대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100,현대|사건>행사·기념|정치,1948년 8월 15일 중앙청에 마련된 대한민국 정부수립 기념식과 광복절 3주년 기념식장의 모습이다. 이날 많은 시민들이 이 행사에 참석하기 위해 중앙청 광장 앞으로 모여들었다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21200.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21200.jpg,한국사 이미지 자료\images\ki_070\ki_070_21200.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21200&whereStr=
1708,ki_070_21300,맥아더의 방문을 환영하는 이승만 대통령,"1948년 8월 15일 김포공항에 도착한 맥아더 사령관과 이를 환영하는 이승만 대통령의 모습이다. 이날 중앙청에서는 대한민국 정부수립 기념식과 광복절 3주년 기념식이 열렸고, 맥아더 사령관은 이에 참석하기 위하여 생애 처음으로 한국을 방문하였다.",유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#맥아더, #이승만",이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700,현대|인물>관료·정치가|정치,"1948년 8월 15일 김포공항에 도착한 맥아더 사령관과 이를 환영하는 이승만 대통령의 모습이다. 이날 중앙청에서는 대한민국 정부수립 기념식과 광복절 3주년 기념식이 열렸고, 맥아더 사령관은 이에 참석하기 위하여 생애 처음으로 한국을 방문하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21300.jpg,한국사 이미지 자료\images\ki_070\ki_070_21300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21300&whereStr=
1709,ki_070_21400,대한민국 정부수립 기념식에 참석한 프란체스카 여사와 맥아더 사령관의 부인,1948년 8월 15일에 거행된 대한민국 정부수립 기념식과 광복절 3주년 기념식에 참석한 영부인 프란체스카 여사와 맥아더 사령관의 부인의 모습이다. 맥아더 사령관 내외는 기념식에 참석하기 위해 도쿄에서 김포공항을 통해 서울을 방문하였다.,유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#맥아더부인, #프란체스카",대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100,현대|인물>관료·정치가|정치,1948년 8월 15일에 거행된 대한민국 정부수립 기념식과 광복절 3주년 기념식에 참석한 영부인 프란체스카 여사와 맥아더 사령관의 부인의 모습이다. 맥아더 사령관 내외는 기념식에 참석하기 위해 도쿄에서 김포공항을 통해 서울을 방문하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21400.jpg,한국사 이미지 자료\images\ki_070\ki_070_21400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21400&whereStr=
1710,ki_070_21500,대한민국 정부수립 기념식에서 연설하는 이승만 대통령,1948년 8월 15일 거행된 대한민국 정부수립 기념식에서 연설을 하고 있는 이승만 대통령의 모습이다. 이승만 대통령의 기념사는 약 30분 동안 이어졌다. 이날 기념식에는 맥아더 사령관 부부를 비롯하여 다수의 외국 사절이 참석하였다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#이승만, #정부수립기념식","대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100
이승만 (한국사 연대기) | https://contents.history.go.kr/id/kc_n500700",현대|사건>행사·기념|정치,1948년 8월 15일 거행된 대한민국 정부수립 기념식에서 연설을 하고 있는 이승만 대통령의 모습이다. 이승만 대통령의 기념사는 약 30분 동안 이어졌다. 이날 기념식에는 맥아더 사령관 부부를 비롯하여 다수의 외국 사절이 참석하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21500.jpg,한국사 이미지 자료\images\ki_070\ki_070_21500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21500&whereStr=
1711,ki_070_21600,대한민국 정부수립 기념식에서 축하 인사를 하는 맥아더,"1948년 8월 15일에 거행된 대한민국 정부수립 기념식에서 연설을 하고 있는 연합군 최고 사령관 맥아더의 모습이다. 대한민국 정부 관계자들은 국무회의를 거쳐 맥아더에게 대한민국 정부수립 기념식에 참석해 줄 것을 정식으로 요청하였고 맥아더는 이에 흔쾌히 응하였다. 이 날 축사에서 맥아더는 대한민국의 미국의 우호를 강조하였으며, 대한민국의 독립 완성을 축원하였다.",유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#맥아더, #정부수립기념식",대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100,현대|사건>행사·기념|정치,"1948년 8월 15일에 거행된 대한민국 정부수립 기념식에서 연설을 하고 있는 연합군 최고 사령관 맥아더의 모습이다. 대한민국 정부 관계자들은 국무회의를 거쳐 맥아더에게 대한민국 정부수립 기념식에 참석해 줄 것을 정식으로 요청하였고 맥아더는 이에 흔쾌히 응하였다. 이 날 축사에서 맥아더는 대한민국의 미국의 우호를 강조하였으며, 대한민국의 독립 완성을 축원하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21600.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21600.jpg,한국사 이미지 자료\images\ki_070\ki_070_21600.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21600&whereStr=
1712,ki_070_21700,"대한민국 정부수립 기념식에서의 이승만 대통령, 맥아더 사령관, 하지 군정사령관","1948년 8월 15일에 거행된 대한민국 정부수립 기념식 후 촬영된 이승만 대통령, 맥아더 연합군 최고 사령관, 하지 군정 사령관의 기념사진이다. 이 세 명은 대한민국 정부 수립에 있어 가장 큰 영향력을 발휘한 사람들이었다.",유상수,현대,인물>관료·정치가,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#맥아더, #이승만, #하지",대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100,현대|인물>관료·정치가|정치,"1948년 8월 15일에 거행된 대한민국 정부수립 기념식 후 촬영된 이승만 대통령, 맥아더 연합군 최고 사령관, 하지 군정 사령관의 기념사진이다. 이 세 명은 대한민국 정부 수립에 있어 가장 큰 영향력을 발휘한 사람들이었다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21700.jpg,한국사 이미지 자료\images\ki_070\ki_070_21700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21700&whereStr=
1713,ki_070_21800,대한민국 정부수립 기념식에서 만세를 외치는 참석자들,1948년 8월 15일에 거행된 대한민국 정부수립 기념식에 모인 참석자들이 행사를 마치고 동시에 만세를 외치고 있다.,유상수,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,#정부수립기념식,대한민국 정부 수립 (한국사 연대기) | https://contents.history.go.kr/id/kc_i502100,현대|사건>행사·기념|정치,1948년 8월 15일에 거행된 대한민국 정부수립 기념식에 모인 참석자들이 행사를 마치고 동시에 만세를 외치고 있다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21800.jpg,한국사 이미지 자료\images\ki_070\ki_070_21800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21800&whereStr=
1714,ki_070_21900,부산에서 개최된 광복절 기념행사에 참석한 군중과 경찰,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념행사에 참여한 시민들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #부산",,현대|사건>행사·기념|문화,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념행사에 참여한 시민들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_21900.jpg,한국사 이미지 자료\images\ki_070\ki_070_21900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_21900&whereStr=
1715,ki_070_22000,부산에서 개최된 광복절 기념행사에 참석한 한미 군중,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에 참석한 한국인 및 미국인 군중들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #부산",,현대|사건>행사·기념|문화,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에 참석한 한국인 및 미국인 군중들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22000.jpg,한국사 이미지 자료\images\ki_070\ki_070_22000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22000&whereStr=
1716,ki_070_22100,부산에서 개최된 광복절 기념행사장에서 연설하는 경상남도지사 김철수,"1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에서 연설하는 경상남도 지사 김철수(金喆壽, 1896~1977)와 한국인 및 미국인 대표자들의 모습이다.",은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #김철수, #부산",,현대|사건>행사·기념|문화,"1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에서 연설하는 경상남도 지사 김철수(金喆壽, 1896~1977)와 한국인 및 미국인 대표자들의 모습이다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22100.jpg,한국사 이미지 자료\images\ki_070\ki_070_22100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22100&whereStr=
1717,ki_070_22200,부산에서 개최된 광복절 기념행사에 참석한 학생들,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에 참석한 학생들이 행진을 하는 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #부산",,현대|사건>행사·기념|문화,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식에 참석한 학생들이 행진을 하는 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22200.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22200.jpg,한국사 이미지 자료\images\ki_070\ki_070_22200.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22200&whereStr=
1718,ki_070_22300,부산에서 개최된 광복절 기념행사장 주변 치안을 유지하는 경찰관들,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식 행사의 치안을 유지하기 위해 말을 타고 순찰하는 한국 경찰관들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #부산",,현대|사건>행사·기념|문화,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식 행사의 치안을 유지하기 위해 말을 타고 순찰하는 한국 경찰관들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22300.jpg,한국사 이미지 자료\images\ki_070\ki_070_22300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22300&whereStr=
1719,ki_070_22400,부산에서 개최된 광복절 기념행사장으로 향하는 부산 시민들,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식 행사장으로 향하는 부산 시민들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#광복절, #구덕운동장, #기념식, #부산",,현대|사건>행사·기념|문화,1948년 8월 15일 부산공설운동장(현 구덕운동장)에서 개최된 광복절 기념식 행사장으로 향하는 부산 시민들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22400.jpg,한국사 이미지 자료\images\ki_070\ki_070_22400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22400&whereStr=
1720,ki_070_22500,경주에서 개최된 광복절 기념행사의 모습,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사에서 호랑이 조형물을 앞세워 행진하고 있는 경주 시민들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#경상북도경주, #광복절, #기념식",,현대|사건>행사·기념|문화,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사에서 호랑이 조형물을 앞세워 행진하고 있는 경주 시민들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22500.jpg,한국사 이미지 자료\images\ki_070\ki_070_22500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22500&whereStr=
1721,ki_070_22600,경주에서 개최된 광복절 기념행사에 참석한 학생들,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사에 참여한 어린이들의 모습이다. 할아버지와 함께 나온 어린이가 손에 태극기를 들고 있다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#경상북도경주, #광복절, #기념식",,현대|사건>행사·기념|문화,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사에 참여한 어린이들의 모습이다. 할아버지와 함께 나온 어린이가 손에 태극기를 들고 있다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22600.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22600.jpg,한국사 이미지 자료\images\ki_070\ki_070_22600.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22600&whereStr=
1722,ki_070_22700,경주에서 개최된 광복절 기념행사의 모습,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사를 위해 거리에서 흥을 돋우는 풍물패와 이를 구경하기 위해 나온 경주 시민들의 모습이다.,은희녕,현대,사건>행사·기념,문화,국사편찬위원회,상기 출처의 이용 조건에 따름,"#경상북도경주, #광복절, #기념식",,현대|사건>행사·기념|문화,1948년 8월 15일 경상남도 경주에서 개최된 광복절 기념행사를 위해 거리에서 흥을 돋우는 풍물패와 이를 구경하기 위해 나온 경주 시민들의 모습이다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_22700.jpg,한국사 이미지 자료\images\ki_070\ki_070_22700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_22700&whereStr=
