term_name,term_ch,term_year,term_times,term_lk,term_desc
서산서원,西山書院,1760,조선후기,교육>전근대교육기관,1760년(영조 36) 건립하여 김중한(金中漢)을 배향한 서원. 경상북도 포항시 남구 장기면 임중리에 위치. 1907년 복원하여 김헌장(金憲章)을 추가 배향.
서산서원,西山書院,1706,조선후기,교육>전근대교육기관,"1706년(숙종 32) 건립하여 생육신 조려(趙旅), 원호(元昊), 김시습(金時習), 이맹전(李孟專), 성담수(成聃壽), 남효온(南孝溫)을 배항한 사액서원. 경상남도 함안군 군북면 원북리에 위치."
사랑가,사랑歌,?-?,조선후기,문화·예술>음악,조선후기 판소리 춘향가의 사랑가 대목을 따로 떼어내어 별도로 판을 짠 가야금 병창의 곡목.
사랑가,사랑歌,?-?,조선후기,문화·예술>음악,"조선후기 민요나 잡가에서 남녀의 사랑을 그린 노래. 후렴구에 ""내 사랑아""라는 말이 반복."
사랑가,사랑歌,?-?,조선후기,문화·예술>음악,조선후기 판소리 춘향가에서 이몽룡과 성춘향이 서로 사랑을 말하는 노래.
사개치부법,四介治簿法,?-?,고려시대,학술·과학기술>사회과학,고려시대부터 주로 개성상인들이 사용했던 우리나라 고유의 독특한 회계처리법.
봉암서원,鳳巖書院,1825-1868,조선후기,교육>전근대교육기관,"1825년(순조 25) 건립하여 남응원(南應元), 남융달(南隆達), 남업(南업), 남천한(南天漢) 등을 배향한 서원. 경상북도 안동시 풍산읍 매곡리에 위치."
봉암서원,鳳巖書院,1651-1871,조선후기,교육>전근대교육기관,"1651년(효종 2) 건립하여 한충(韓忠)을 배향한 사액서원. 충청남도 연기군 서면 봉암리에 위치. 이후 김장생(金長生), 송준길(宋浚吉), 송시열(宋時烈)이 추가 배향."
봉암서원,鳳巖書院,1664-1868,조선후기,교육>전근대교육기관,1664년(현종 5) 건립하여 김집(金集)을 배향한 사액서원. 전라북도 옥구군 임피면 미원리에 위치. 1666년(현종 7) 김구(金絿)를 추가 배향.
봉암서원,鳳巖書院,1697,조선후기,교육>전근대교육기관,"1697년(숙종 23) 건립하여 변이중(邊以中)을 배향한 서원. 전라남도 장성군 장성읍 장안리에 위치. 이후 변경윤(邊慶胤), 윤진(尹軫), 변휴(邊烋) 등을 추가 배향."
봉산서원,蓬山書院,1650-1868,조선후기,교육>전근대교육기관,1650년(효종 1) 건립하여 백인걸(白仁傑)을 배향한 사액서원. 전라남도 나주시 남편면 서산리에 위치.
봉산서원,蓬山書院,1896,개항기,교육>전근대교육기관,"1896년(고종 33) 건립하여 이이(李珥)를 배향한 서원, 강원도 평창군 봉평면 평촌리에 위치."
봉산서원,鳳山書院,1793,조선후기,교육>전근대교육기관,1793년(정조 17) 건립하여 김종걸(金宗傑)을 배한 서원. 경상북도 봉화군 봉화읍 거촌리에 위치.
봉산서원,鳳山書院,1708,조선후기,교육>전근대교육기관,"1708년(숙종 34) 건립하여 노수신(盧守愼), 심희수(沈喜壽), 성윤해(成允諧)을 배향한 서원. 경상북도 상주시 화서면 금산리에 위치."
봉산서원,鳳山書院,1681-1869,조선후기,교육>전근대교육기관,1681년(숙종 7) 건립하여 권오복(權五福)을 배향한 서원. 경상북도 의성군 다인면에 위치.
복건,幅巾,?-?,통시대,사회·생활>일상생활>의생활,"검은 천으로 만든 관모. 흑색 증(繒) 6자를 귀모양으로 만드는데, 드림을 뒤로 하여 머리에 쓰고 윗단으로 이마를 묶은 후 끈을 두개 달아 마리 뛰쪽에서 잡아 매는 간단한 쓰개."
묵매도,墨梅圖,?-?,조선전기,문화·예술>미술,조선전기 화가 어몽룡(魚夢龍)이 그린 매화도. 국립중앙박물관 소장.
모현사,募賢祠,1699,조선후기,전통사상·종교>유교>유교관련시설,1699년(숙종 25) 건립한 사우로 생육신의 하나인 원호(元昊)를 배향. 강원도 영월군 수주면 무릉리에 위치.
맹견도,猛犬圖,?,조선후기,문화·예술>미술,조선후기 작자 미상의 동물화. 종이바탕에 수묵담채. 국립중앙박물관 소장.
담바귀타령,담바귀打令,?-?,조선후기,문화·예술>음악,조선후기 지어진 경상도 민요의 하나.
단종복위운동,端宗復位運動,1455,조선전기,정치·행정·법제>정치>정치사건,"조선 제6대 왕 단종이 숙부 수양대군에게 폐위되자 성삼문(成三問), 박팽년(朴彭年) 등 사육신(死六臣)이 주동이 되어 복위를 시도했던 사건."
안동임청각정침군자정,安東臨淸閣正寢君子亭,1515,조선전기,문화재,1515년(중종 10) 제작된 양반주택의 별당형 정자로 경상북도 안동시 법흥동에 위치.
군자정,君子亭,1711,조선후기,문화재,1711년(숙종 37) 건립된 정자로 경상북도 영주시 평은면 천본리에 위치.
구암서원,龜巖書院,1675,조선후기,교육>전근대교육기관,1675년(숙종 1) 건립하여 서침(徐沈)을 배향한 서원. 대구광역시 중구 동산동에 위치. 이후 서거정(徐居正)이 추가 배향.
구암서원,龜巖書院,1667-1870,조선후기,교육>전근대교육기관,"1667년(현종 8) 건립하여 이집(李集), 이양중(李養中), 정성근(鄭誠謹), 오윤겸(吳允謙) 등을 배향한 사액서원. 서울 강동구 암사동 굴바위마을에 위치."
구산서원,龜山書院,1786,조선후기,교육>전근대교육기관,1786년(정조 10) 건립하여 서유(徐愈)를 배향한 사액서원. 경상북도 경주시 현곡면 하구리에 위치.
구산서원,龜山書院,1702,조선후기,교육>전근대교육기관,"1702년(숙종 28) 건립하여 윤순거(尹舜擧), 윤원거(尹元擧), 윤문거(尹文擧) 등을 배향한 서원. 충청남도 논산시 부적면 부황리에 위치."
구산서원,龜山書院,1704,조선후기,교육>전근대교육기관,1704년(숙종 30 건립하여 송순(宋純)을 배향한 서원. 전라북도 담양군 수북면 남산리에 위치.
구봉서원,九峰書院,1697-1868,조선후기,교육>전근대교육기관,"1697년(숙종 23) 건립하여 민정중(閔鼎重), 민유중(閔維重)을 배향한 사액서원. 평안북도 벽동군 벽동면 일동리에 위치."
구봉서원,九峰書院,1665-1868,조선후기,교육>전근대교육기관,"1665년(현종 6) 건립하여 박의장(朴毅長), 박홍장(朴弘長)을 배향한 서원. 경상북도 영덕군 영해면 원구리에 위치."
구봉서원,九峰書院,1696-1868,조선후기,교육>전근대교육기관,1696년(숙종 22) 건립하여 박세채(朴世采)를 배향한 사액서원. 황해도 평산군 적암면 갈산리에 위치.
구계서원,龜溪書院,1611,조선후기,교육>전근대교육기관,1611년(광해군 3) 건립하여 이황(李滉)과 이정(李禎)을 배향한 사액서원. 경상남도 사천시 사천읍 구암리에 위치.
구계서원,龜溪書院,?-1868,조선시대,교육>전근대교육기관,조선 명종 때 건립하여 우탁(禹倬)을 배향한 서원. 경상북도 안동시 와룡면에 위치.
구계서원,龜溪書院,1647,조선후기,교육>전근대교육기관,1647년(인조 25) 건립하여 이준경(李浚慶) 등을 배향한 서원. 충청북도 청주시 분평동에 위치.
관폭도,觀瀑圖,?-?,조선시대,문화·예술>미술,조선시대 제작된 산수인물화로 주도 심산유곡의 벼랑에서 떨어지는 폭포수를 완상하는 선비의 한적하고 초탈한 모습을 그림.
관음암,觀音庵,918,고려시대,전통사상·종교>불교>불교관련시설,918년(태조 1) 용비(龍飛)가 창건한 절로 강원도 동해시 삼화동 두타산에 있음. 삼화사(三和寺)의 부속 암자.
관음암,觀音庵,?,삼국시대,전통사상·종교>불교>불교관련시설,삼국시대 창건된 것으로 전하는 암자. 강원도 평창군 월정사(月精寺)의 부속 암자.
관음암,觀音庵,663,삼국시대,전통사상·종교>불교>불교관련시설,663년(문무왕 3)에 회월(晦月)이 창건한 절로 충청북도 보은군 속리산 경업대(慶業臺)에 있음. 법주사(法住寺)의 부속 암자.
헌릉·인릉,獻陵·仁陵,?,조선시대,문화재,조선 제3대 태종과 원경왕후 민씨(元敬王后閔氏)의 능인 헌릉과 제23대 순조와 순원왕후 김씨(純元王后金氏)의 능을 합쳐 부르는 명칭. 서울 서초구 내곡동에 있음.
와룡묘,臥龍廟,1862,조선후기,문화재,조선후기 건립하여 중국 촉한(蜀漢)의 제갈공명(諸葛孔明)을 배향하는 사묘. 서울시 중구 예장동에 위치. 현재의 건물은 1934년에 재건한 것임.
서빙고동부군당,西氷庫洞府君堂,?,조선시대,문화재,조선시대 건립된 동제당(洞祭堂)으로 당신(堂神)은 이성계 부부. 서울시 용산구 서빙고동에 위치.
봉천동마애미륵불,奉天洞磨崖彌勒佛,1630,조선후기,문화재,1630년(인조 8)에 조성된 불상으로 서울시 관악구 봉천동에 위치.
봉은사김정희서판현판,奉恩寺金正喜書板殿懸板,?,조선후기,문화재,서울시 강남구 상성동 봉은사의 판전(板殿)에 걸려 있는 현판. 조선후기 문인서화가 김정희(金正喜)의 작품.
보문사대웅전영산회상도,普門寺大雄殿靈山會上圖,1867,조선후기,문화재,보문사 대웅전에 봉안된 조선후기의 영산회상도.
번사창,飜沙廠,1884,조선후기,문화재,1884년(고종 21) 건축한 기기구의 무기고로 서울시 종로구 삼청동에 위치.
강산제,江山制,?,조선후기,문화재,조선 고종 때 박유전(朴裕全)이 창시한 판소리의 유파로 서편제의 한 갈래.
경운동민익두가,慶雲洞민익두家,?,일제시기,문화재,1930년 건축가 박길룡(朴吉龍)이 설계한 개량한옥으로 서울시 종로구 경운동에 있음.
귀얄,귀얄,?-?,통시대,사회·생활>일상생활>생활용품,풀이나 옻을 칠할 때에 쓰이는 기구. 넓고 굵은 붓과 같은 형태를 지는 도구.
귀얄기법,귀얄技法,?-?,조선전기,문화·예술>미술,15세기 말에서 16세기초에 널리 사용된 분청사기 장식기법의 하나. 귀얄과 같은 넓고 굵은 붓으로 형체가 완성된 기면(器面) 위에 백토(白土)를 바르는 기법.
매학정,梅鶴亭,1570,조선전기,문화재,1570년(선조 3) 황기로(黃耆老)가 세운 정자. 경상북도 구미시 고아면 예강리에 위치.
교종시,敎宗試,?-?,조선시대,정치·행정·법제>인사,조선시대 승려들이 보는 과거시험의 하나. 교종에 속한 승려들이 시험 쳐서 합격하면 교종대선이라는 칭호를 받음.
교장,敎長,?-?,개항기,전통사상·종교>동학(천도교)>동학종파·용어,개항기 동학(東學)에서 육임(六任)의 제1위에 해당하는 교직.
교번소,交番所,?-?,조선시대,국방·군사>군사방어시설,조선시대 순장(巡將)과 감군(監軍)이 순검(巡檢)의 일을 보는 장소.
가설부장,加設部長,?-?,조선시대,국방·군사>군직,조선시대 정원(定員) 외에 더 둔 부장. 포도청에 12명의 가설부장을 둠.
가후별초,駕後別抄,?-?,조선시대,국방·군사>군>특수군,조선시대 왕이 행차할 때 어가의 뒤에서 호위하는 군인.
갈도,喝導,?-?,고려시대-조선시대,사회·생활>신분·계급,고려-조선시대 고위 관직자의 행차때 선두에서 일반사람들의 통행을 금지시키기 위해 소리치는 일을 하는 아전.
감부,勘簿,?-?,조선전기,정치·행정·법제>인사,조선전기 토관직(土官職)의 동반(東班) 종6품 벼슬의 하나. 토관직 봉직랑이 받는 관계.
감종실,監宗室,?-?,조선시대,사회·생활>가족·친족>친족관계,조선시대 종친부(宗親府)의 정6품 벼슬인 감(監)이 될 수 있는 자격을 가진 왕의 겨레붙이.
개성유후사,開城留後司,1395-1438,조선전기,정치·행정·법제>행정>지방행정기구,1395년(태조 4) 개성부가 바뀐 이름. 1438년(세종 20) 다시 개성부로 고침.
검교각신,檢校閣臣,?-?,조선후기,정치·행정·법제>인사,조선시대 시임(時任)이 아니면서 임시로 일을 담당하는 규장각의 제학(提學)을 가리키는 말.
검인관,鈐印官,?-?,조선시대,정치·행정·법제>인사,조선시대 과거 시험 때 시험지에 도장을 찍는 일을 맡은 벼슬아치.
겸유수,兼留守,?-?,조선시대,정치·행정·법제>인사,"조선시대 경기관찰사(觀察使)가 겸임하던 수원, 광주, 개성, 강화부의 직함."
경략사,經略使,?-?,조선시대,국방·군사>군직,조선후기 정치·군사적 문제들을 해결할 임무를 지워 파견하는 임시 벼슬.
경복궁제거사,景福宮提擧司,1394-1467,조선전기,정치·행정·법제>행정>중앙행정기구,1394년(태조 3) 경복궁을 관리하기 위해 설치한 관청. 1466년(세조 12) 전연사라고 고쳐부름.
동도독립군서,東道獨立軍署,?-?,일제시기,사회운동·독립운동>독립운동>민족주의운동(독립)>>사회운동·독립운동>독립운동>항일무장투쟁,일제시기 북간도지역에 설립된 독립운동단체. 이후 동도군정서와 통합되어 대한독립군단으로 발전함.
동래청년회,東萊靑年會,1919-?,일제시기,사회운동·독립운동>사회운동>청년운동,1919년 3·1운동을 기점으로 동래지역에서 만들어진 청년단체.
동령일근회,東嶺一勤會,1920-?,일제시기,사회운동·독립운동>독립운동>민족주의운동(독립),1920년 2월 소련 연해주 신한촌의 유지들이 3·1독립선언기념대회를 위하여 결성한 대표자회.
동명강습소,東明講習所,1913-?,일제시기,교육>근대교육기관>특수교육기관,1913년 신익희(申翼熙)가 경주에 경주에 개설한 사설강습소.
동두천공립보통학교,東豆川公立普通學校,1923-?,일제시기,교육>근대교육기관>초등교육기관,1923년 동두천에 설립된 보통학교.
